iso_code	date	total_cases	new_cases	total_deaths	new_deaths
BHR	01/12/2020	87137	181	341	0
BHR	02/12/2020	87270	133	341	0
BHR	03/12/2020	87432	162	341	0
BHR	04/12/2020	87600	168	341	0
BHR	05/12/2020	87732	132	341	0
BHR	06/12/2020	87930	198	341	0
BHR	07/12/2020	88111	181	341	0
BHR	08/12/2020	88294	183	343	2
BHR	09/12/2020	88495	201	347	4
BHR	10/12/2020	88632	137	347	0
BHR	11/12/2020	88820	188	347	0
BHR	12/12/2020	88965	145	348	1
BHR	13/12/2020	89143	178	348	0
BHR	14/12/2020	89268	125	348	0
BHR	15/12/2020	89444	176	348	0
BHR	16/12/2020	89600	156	349	1
BHR	17/12/2020	89743	143	349	0
BHR	18/12/2020	89883	140	349	0
BHR	19/12/2020	90062	179	349	0
BHR	20/12/2020	90282	220	349	0
BHR	21/12/2020	90450	168	350	1
BHR	22/12/2020	90634	184	350	0
BHR	23/12/2020	90817	183	350	0
BHR	24/12/2020	91070	253	350	0
BHR	25/12/2020	91304	234	351	1
BHR	26/12/2020	91518	214	351	0
BHR	27/12/2020	91733	215	351	0
BHR	28/12/2020	91935	202	351	0
BHR	29/12/2020	92169	234	351	0
BHR	30/12/2020	92425	256	352	1
BHR	31/12/2020	92675	250	352	0
BHS	16/03/2020	1	1	0	0
BHS	17/03/2020	1	0	0	0
BHS	18/03/2020	1	0	0	0
BHS	19/03/2020	3	2	0	0
BHS	20/03/2020	3	0	0	0
BHS	21/03/2020	4	1	0	0
BHS	22/03/2020	4	0	0	0
BHS	23/03/2020	4	0	0	0
BHS	24/03/2020	5	1	0	0
BHS	25/03/2020	5	0	0	0
BHS	26/03/2020	9	4	0	0
BHS	27/03/2020	10	1	0	0
BHS	28/03/2020	10	0	0	0
BHS	29/03/2020	11	1	0	0
BHS	30/03/2020	14	3	0	0
BHS	31/03/2020	14	0	0	0
BHS	01/04/2020	21	7	1	1
BHS	02/04/2020	24	3	1	0
BHS	03/04/2020	24	0	1	0
BHS	04/04/2020	28	4	4	3
BHS	05/04/2020	28	0	4	0
BHS	06/04/2020	29	1	5	1
BHS	07/04/2020	33	4	6	1
BHS	08/04/2020	40	7	7	1
BHS	09/04/2020	41	1	8	1
BHS	10/04/2020	42	1	8	0
BHS	11/04/2020	46	4	8	0
BHS	12/04/2020	46	0	8	0
BHS	13/04/2020	47	1	8	0
BHS	14/04/2020	49	2	8	0
BHS	15/04/2020	49	0	8	0
BHS	16/04/2020	53	4	8	0
BHS	17/04/2020	54	1	9	1
BHS	18/04/2020	55	1	9	0
BHS	19/04/2020	55	0	9	0
BHS	20/04/2020	60	5	9	0
BHS	21/04/2020	65	5	9	0
BHS	22/04/2020	65	0	9	0
BHS	23/04/2020	72	7	11	2
BHS	24/04/2020	73	1	11	0
BHS	25/04/2020	78	5	11	0
BHS	26/04/2020	80	2	11	0
BHS	27/04/2020	80	0	11	0
BHS	28/04/2020	80	0	11	0
BHS	29/04/2020	80	0	11	0
BHS	30/04/2020	81	1	11	0
BHS	01/05/2020	81	0	11	0
BHS	02/05/2020	83	2	11	0
BHS	03/05/2020	83	0	11	0
BHS	04/05/2020	83	0	11	0
BHS	05/05/2020	89	6	11	0
BHS	06/05/2020	92	3	11	0
BHS	07/05/2020	92	0	11	0
BHS	08/05/2020	92	0	11	0
BHS	09/05/2020	92	0	11	0
BHS	10/05/2020	92	0	11	0
BHS	11/05/2020	93	1	11	0
BHS	12/05/2020	93	0	11	0
BHS	13/05/2020	94	1	11	0
BHS	14/05/2020	96	2	11	0
BHS	15/05/2020	96	0	11	0
BHS	16/05/2020	96	0	11	0
BHS	17/05/2020	96	0	11	0
BHS	18/05/2020	96	0	11	0
BHS	19/05/2020	96	0	11	0
BHS	20/05/2020	97	1	11	0
BHS	21/05/2020	97	0	11	0
BHS	22/05/2020	97	0	11	0
BHS	23/05/2020	100	3	11	0
BHS	24/05/2020	100	0	11	0
BHS	25/05/2020	100	0	11	0
BHS	26/05/2020	100	0	11	0
BHS	27/05/2020	100	0	11	0
BHS	28/05/2020	101	1	11	0
BHS	29/05/2020	102	1	11	0
BHS	30/05/2020	102	0	11	0
BHS	31/05/2020	102	0	11	0
BHS	01/06/2020	102	0	11	0
BHS	02/06/2020	102	0	11	0
BHS	03/06/2020	102	0	11	0
BHS	04/06/2020	102	0	11	0
BHS	05/06/2020	102	0	11	0
BHS	06/06/2020	103	1	11	0
BHS	07/06/2020	103	0	11	0
BHS	08/06/2020	103	0	11	0
BHS	09/06/2020	103	0	11	0
BHS	10/06/2020	103	0	11	0
BHS	11/06/2020	103	0	11	0
BHS	12/06/2020	103	0	11	0
BHS	13/06/2020	103	0	11	0
BHS	14/06/2020	103	0	11	0
BHS	15/06/2020	103	0	11	0
BHS	16/06/2020	104	1	11	0
BHS	17/06/2020	104	0	11	0
BHS	18/06/2020	104	0	11	0
BHS	19/06/2020	104	0	11	0
BHS	20/06/2020	104	0	11	0
BHS	21/06/2020	104	0	11	0
BHS	22/06/2020	104	0	11	0
BHS	23/06/2020	104	0	11	0
BHS	24/06/2020	104	0	11	0
BHS	25/06/2020	104	0	11	0
BHS	26/06/2020	104	0	11	0
BHS	27/06/2020	104	0	11	0
BHS	28/06/2020	104	0	11	0
BHS	29/06/2020	104	0	11	0
BHS	30/06/2020	104	0	11	0
BHS	01/07/2020	104	0	11	0
BHS	02/07/2020	104	0	11	0
BHS	03/07/2020	104	0	11	0
BHS	04/07/2020	104	0	11	0
BHS	05/07/2020	104	0	11	0
BHS	06/07/2020	104	0	11	0
BHS	07/07/2020	104	0	11	0
BHS	08/07/2020	106	2	11	0
BHS	09/07/2020	107	1	11	0
BHS	10/07/2020	108	1	11	0
BHS	11/07/2020	111	3	11	0
BHS	12/07/2020	111	0	11	0
BHS	13/07/2020	113	2	11	0
BHS	14/07/2020	116	3	11	0
BHS	15/07/2020	119	3	11	0
BHS	16/07/2020	124	5	11	0
BHS	17/07/2020	129	5	11	0
BHS	18/07/2020	138	9	11	0
BHS	19/07/2020	153	15	11	0
BHS	20/07/2020	174	21	11	0
BHS	21/07/2020	194	20	11	0
BHS	22/07/2020	219	25	11	0
BHS	23/07/2020	274	55	11	0
BHS	24/07/2020	316	42	11	0
BHS	25/07/2020	326	10	11	0
BHS	26/07/2020	342	16	11	0
BHS	27/07/2020	382	40	11	0
BHS	28/07/2020	447	65	11	0
BHS	29/07/2020	484	37	11	0
BHS	30/07/2020	508	24	14	3
BHS	31/07/2020	574	66	14	0
BHS	01/08/2020	599	25	14	0
BHS	02/08/2020	648	49	14	0
BHS	03/08/2020	679	31	14	0
BHS	04/08/2020	715	36	14	0
BHS	05/08/2020	751	36	14	0
BHS	06/08/2020	761	10	14	0
BHS	07/08/2020	830	69	14	0
BHS	08/08/2020	878	48	14	0
BHS	09/08/2020	898	20	15	1
BHS	10/08/2020	945	47	15	0
BHS	11/08/2020	989	44	15	0
BHS	12/08/2020	1036	47	15	0
BHS	13/08/2020	1089	53	15	0
BHS	14/08/2020	1119	30	17	2
BHS	15/08/2020	1252	133	17	0
BHS	16/08/2020	1315	63	18	1
BHS	17/08/2020	1329	14	19	1
BHS	18/08/2020	1424	95	20	1
BHS	19/08/2020	1531	107	22	2
BHS	20/08/2020	1610	79	23	1
BHS	21/08/2020	1703	93	27	4
BHS	22/08/2020	1765	62	27	0
BHS	23/08/2020	1784	19	29	2
BHS	24/08/2020	1798	14	44	15
BHS	25/08/2020	1813	15	46	2
BHS	26/08/2020	1923	110	48	2
BHS	27/08/2020	2020	97	48	0
BHS	28/08/2020	2057	37	50	2
BHS	29/08/2020	2135	78	50	0
BHS	30/08/2020	2167	32	50	0
BHS	31/08/2020	2217	50	50	0
BHS	01/09/2020	2276	59	50	0
BHS	02/09/2020	2337	61	50	0
BHS	03/09/2020	2386	49	50	0
BHS	04/09/2020	2386	0	50	0
BHS	05/09/2020	2476	90	55	5
BHS	06/09/2020	2506	30	56	1
BHS	07/09/2020	2546	40	58	2
BHS	08/09/2020	2585	39	59	1
BHS	09/09/2020	2721	136	63	4
BHS	10/09/2020	2721	0	63	0
BHS	11/09/2020	2814	93	65	2
BHS	12/09/2020	2928	114	67	2
BHS	13/09/2020	2928	0	67	0
BHS	14/09/2020	3008	80	68	1
BHS	15/09/2020	3032	24	69	1
BHS	16/09/2020	3087	55	69	0
BHS	17/09/2020	3177	90	69	0
BHS	18/09/2020	3177	0	69	0
BHS	19/09/2020	3214	37	73	4
BHS	20/09/2020	3315	101	74	1
BHS	21/09/2020	3418	103	75	1
BHS	22/09/2020	3467	49	77	2
BHS	23/09/2020	3618	151	80	3
BHS	24/09/2020	3699	81	86	6
BHS	25/09/2020	3790	91	89	3
BHS	26/09/2020	3790	0	89	0
BHS	27/09/2020	3838	48	89	0
BHS	28/09/2020	3838	0	89	0
BHS	29/09/2020	3903	65	91	2
BHS	30/09/2020	4123	220	96	5
BHS	01/10/2020	4123	0	96	0
BHS	02/10/2020	4220	97	96	0
BHS	03/10/2020	4332	112	96	0
BHS	04/10/2020	4409	77	96	0
BHS	05/10/2020	4452	43	96	0
BHS	06/10/2020	4559	107	100	4
BHS	07/10/2020	4713	154	102	2
BHS	08/10/2020	4713	0	102	0
BHS	09/10/2020	4713	0	102	0
BHS	10/10/2020	5023	310	106	4
BHS	11/10/2020	5078	55	107	1
BHS	12/10/2020	5163	85	108	1
BHS	13/10/2020	5163	0	108	0
BHS	14/10/2020	5191	28	109	1
BHS	15/10/2020	5385	194	112	3
BHS	16/10/2020	5517	132	114	2
BHS	17/10/2020	5628	111	116	2
BHS	18/10/2020	5703	75	122	6
BHS	19/10/2020	5773	70	123	1
BHS	20/10/2020	5923	150	124	1
BHS	21/10/2020	6051	128	127	3
BHS	22/10/2020	6135	84	130	3
BHS	23/10/2020	6268	133	130	0
BHS	24/10/2020	6268	0	130	0
BHS	25/10/2020	6410	142	132	2
BHS	26/10/2020	6410	0	132	0
BHS	27/10/2020	6502	92	136	4
BHS	28/10/2020	6549	47	136	0
BHS	29/10/2020	6607	58	138	2
BHS	30/10/2020	6644	37	142	4
BHS	31/10/2020	6714	70	144	2
BHS	01/11/2020	6714	0	144	0
BHS	02/11/2020	6735	21	146	2
BHS	03/11/2020	6790	55	149	3
BHS	04/11/2020	6843	53	150	1
BHS	05/11/2020	6882	39	150	0
BHS	06/11/2020	6882	0	150	0
BHS	07/11/2020	6947	65	152	2
BHS	08/11/2020	6947	0	152	0
BHS	09/11/2020	6964	17	154	2
BHS	10/11/2020	7012	48	154	0
BHS	11/11/2020	7060	48	154	0
BHS	12/11/2020	7124	64	155	1
BHS	13/11/2020	7163	39	155	0
BHS	14/11/2020	7163	0	155	0
BHS	15/11/2020	7186	23	156	1
BHS	16/11/2020	7256	70	163	7
BHS	17/11/2020	7312	56	163	0
BHS	18/11/2020	7323	11	163	0
BHS	19/11/2020	7348	25	163	0
BHS	20/11/2020	7367	19	163	0
BHS	21/11/2020	7395	28	163	0
BHS	22/11/2020	7413	18	163	0
BHS	23/11/2020	7431	18	163	0
BHS	24/11/2020	7460	29	163	0
BHS	25/11/2020	7469	9	163	0
BHS	26/11/2020	7482	13	163	0
BHS	27/11/2020	7496	14	163	0
BHS	28/11/2020	7496	0	163	0
BHS	29/11/2020	7517	21	163	0
BHS	30/11/2020	7541	24	163	0
BHS	01/12/2020	7543	2	163	0
BHS	02/12/2020	7543	0	163	0
BHS	03/12/2020	7549	6	163	0
BHS	04/12/2020	7565	16	163	0
BHS	05/12/2020	7570	5	163	0
BHS	06/12/2020	7570	0	163	0
BHS	07/12/2020	7579	9	163	0
BHS	08/12/2020	7579	0	163	0
BHS	09/12/2020	7585	6	163	0
BHS	10/12/2020	7585	0	163	0
BHS	11/12/2020	7623	38	163	0
BHS	12/12/2020	7648	25	163	0
BHS	13/12/2020	7659	11	163	0
BHS	14/12/2020	7674	15	163	0
BHS	15/12/2020	7698	24	164	1
BHS	16/12/2020	7714	16	164	0
BHS	17/12/2020	7725	11	164	0
BHS	18/12/2020	7733	8	164	0
BHS	19/12/2020	7733	0	164	0
BHS	20/12/2020	7746	13	164	0
BHS	21/12/2020	7765	19	164	0
BHS	22/12/2020	7772	7	169	5
BHS	23/12/2020	7788	16	169	0
BHS	24/12/2020	7788	0	169	0
BHS	25/12/2020	7788	0	169	0
BHS	26/12/2020	7788	0	169	0
BHS	27/12/2020	7834	46	170	1
BHS	28/12/2020	7834	0	170	0
BHS	29/12/2020	7846	12	170	0
BHS	30/12/2020	7857	11	170	0
BHS	31/12/2020	7871	14	170	0
BIH	05/03/2020	2	2	0	0
BIH	06/03/2020	2	0	0	0
BIH	07/03/2020	3	1	0	0
BIH	08/03/2020	3	0	0	0
BIH	09/03/2020	3	0	0	0
BIH	10/03/2020	5	2	0	0
BIH	11/03/2020	7	2	0	0
BIH	12/03/2020	11	4	0	0
BIH	13/03/2020	13	2	0	0
BIH	14/03/2020	18	5	0	0
BIH	15/03/2020	24	6	0	0
BIH	16/03/2020	25	1	0	0
BIH	17/03/2020	26	1	0	0
BIH	18/03/2020	38	12	0	0
BIH	19/03/2020	63	25	0	0
BIH	20/03/2020	89	26	0	0
BIH	21/03/2020	93	4	1	1
BIH	22/03/2020	126	33	1	0
BIH	23/03/2020	136	10	1	0
BIH	24/03/2020	166	30	3	2
BIH	25/03/2020	176	10	3	0
BIH	26/03/2020	191	15	3	0
BIH	27/03/2020	237	46	4	1
BIH	28/03/2020	258	21	5	1
BIH	29/03/2020	323	65	6	1
BIH	30/03/2020	368	45	10	4
BIH	31/03/2020	420	52	13	3
BIH	01/04/2020	459	39	13	0
BIH	02/04/2020	533	74	16	3
BIH	03/04/2020	579	46	17	1
BIH	04/04/2020	624	45	21	4
BIH	05/04/2020	654	30	23	2
BIH	06/04/2020	674	20	29	6
BIH	07/04/2020	764	90	33	4
BIH	08/04/2020	804	40	34	1
BIH	09/04/2020	858	54	35	1
BIH	10/04/2020	901	43	36	1
BIH	11/04/2020	946	45	37	1
BIH	12/04/2020	1009	63	39	2
BIH	13/04/2020	1037	28	39	0
BIH	14/04/2020	1083	46	40	1
BIH	15/04/2020	1110	27	41	1
BIH	16/04/2020	1167	57	43	2
BIH	17/04/2020	1214	47	46	3
BIH	18/04/2020	1268	54	47	1
BIH	19/04/2020	1285	17	48	1
BIH	20/04/2020	1309	24	49	1
BIH	21/04/2020	1342	33	51	2
BIH	22/04/2020	1368	26	53	2
BIH	23/04/2020	1413	45	54	1
BIH	24/04/2020	1421	8	55	1
BIH	25/04/2020	1486	65	57	2
BIH	26/04/2020	1516	30	59	2
BIH	27/04/2020	1565	49	60	1
BIH	28/04/2020	1585	20	63	3
BIH	29/04/2020	1677	92	65	2
BIH	30/04/2020	1757	80	69	4
BIH	01/05/2020	1781	24	70	1
BIH	02/05/2020	1839	58	72	2
BIH	03/05/2020	1857	18	77	5
BIH	04/05/2020	1926	69	78	1
BIH	05/05/2020	1946	20	79	1
BIH	06/05/2020	1987	41	86	7
BIH	07/05/2020	2027	40	90	4
BIH	08/05/2020	2070	43	98	8
BIH	09/05/2020	2090	20	102	4
BIH	10/05/2020	2117	27	107	5
BIH	11/05/2020	2141	24	113	6
BIH	12/05/2020	2158	17	117	4
BIH	13/05/2020	2181	23	120	3
BIH	14/05/2020	2218	37	122	2
BIH	15/05/2020	2236	18	128	6
BIH	16/05/2020	2267	31	129	1
BIH	17/05/2020	2290	23	133	4
BIH	18/05/2020	2304	14	133	0
BIH	19/05/2020	2321	17	134	1
BIH	20/05/2020	2338	17	136	2
BIH	21/05/2020	2350	12	140	4
BIH	22/05/2020	2372	22	141	1
BIH	23/05/2020	2391	19	141	0
BIH	24/05/2020	2401	10	144	3
BIH	25/05/2020	2406	5	146	2
BIH	26/05/2020	2416	10	149	3
BIH	27/05/2020	2435	19	151	2
BIH	28/05/2020	2462	27	153	2
BIH	29/05/2020	2485	23	153	0
BIH	30/05/2020	2494	9	153	0
BIH	31/05/2020	2510	16	153	0
BIH	01/06/2020	2524	14	154	1
BIH	02/06/2020	2535	11	157	3
BIH	03/06/2020	2551	16	157	0
BIH	04/06/2020	2594	43	159	2
BIH	05/06/2020	2606	12	159	0
BIH	06/06/2020	2606	0	159	0
BIH	07/06/2020	2606	0	159	0
BIH	08/06/2020	2704	98	160	1
BIH	09/06/2020	2728	24	160	0
BIH	10/06/2020	2775	47	161	1
BIH	11/06/2020	2832	57	161	0
BIH	12/06/2020	2893	61	163	2
BIH	13/06/2020	2893	0	163	0
BIH	14/06/2020	2893	0	163	0
BIH	15/06/2020	3040	147	165	2
BIH	16/06/2020	3085	45	168	3
BIH	17/06/2020	3141	56	168	0
BIH	18/06/2020	3174	33	168	0
BIH	19/06/2020	3273	99	169	1
BIH	20/06/2020	3273	0	169	0
BIH	21/06/2020	3273	0	169	0
BIH	22/06/2020	3525	252	171	2
BIH	23/06/2020	3588	63	172	1
BIH	24/06/2020	3676	88	173	1
BIH	25/06/2020	3796	120	175	2
BIH	26/06/2020	3935	139	178	3
BIH	27/06/2020	3935	0	178	0
BIH	28/06/2020	3935	0	178	0
BIH	29/06/2020	4325	390	184	6
BIH	30/06/2020	4453	128	186	2
BIH	01/07/2020	4606	153	188	2
BIH	02/07/2020	4788	182	189	1
BIH	03/07/2020	4962	174	191	2
BIH	04/07/2020	4962	0	191	0
BIH	05/07/2020	4962	0	191	0
BIH	06/07/2020	5458	496	199	8
BIH	07/07/2020	5621	163	207	8
BIH	08/07/2020	5869	248	209	2
BIH	09/07/2020	6086	217	214	5
BIH	10/07/2020	6402	316	216	2
BIH	11/07/2020	6719	317	219	3
BIH	12/07/2020	6877	158	221	2
BIH	13/07/2020	6981	104	226	5
BIH	14/07/2020	6981	0	226	0
BIH	15/07/2020	7411	430	235	9
BIH	16/07/2020	7681	270	240	5
BIH	17/07/2020	7908	227	245	5
BIH	18/07/2020	8161	253	246	1
BIH	19/07/2020	8340	179	249	3
BIH	20/07/2020	8479	139	255	6
BIH	21/07/2020	8787	308	264	9
BIH	22/07/2020	9115	328	268	4
BIH	23/07/2020	9462	347	274	6
BIH	24/07/2020	9767	305	280	6
BIH	25/07/2020	9767	0	280	0
BIH	26/07/2020	9767	0	280	0
BIH	27/07/2020	10498	731	294	14
BIH	28/07/2020	10766	268	297	3
BIH	29/07/2020	11127	361	316	19
BIH	30/07/2020	11444	317	328	12
BIH	31/07/2020	11876	432	339	11
BIH	01/08/2020	11876	0	339	0
BIH	02/08/2020	12296	420	352	13
BIH	03/08/2020	12462	166	362	10
BIH	04/08/2020	12856	394	373	11
BIH	05/08/2020	13138	282	379	6
BIH	06/08/2020	13396	258	384	5
BIH	07/08/2020	13687	291	394	10
BIH	08/08/2020	13687	0	394	0
BIH	09/08/2020	13687	0	394	0
BIH	10/08/2020	14498	811	425	31
BIH	11/08/2020	14708	210	447	22
BIH	12/08/2020	14961	253	453	6
BIH	13/08/2020	15184	223	458	5
BIH	14/08/2020	15535	351	469	11
BIH	15/08/2020	15801	266	471	2
BIH	16/08/2020	15801	0	471	0
BIH	17/08/2020	16111	310	486	15
BIH	18/08/2020	16351	240	495	9
BIH	19/08/2020	16691	340	507	12
BIH	20/08/2020	17029	338	515	8
BIH	21/08/2020	17396	367	526	11
BIH	22/08/2020	17715	319	532	6
BIH	23/08/2020	17715	0	532	0
BIH	24/08/2020	18029	314	547	15
BIH	25/08/2020	18326	297	560	13
BIH	26/08/2020	18609	283	571	11
BIH	27/08/2020	18920	311	582	11
BIH	28/08/2020	19214	294	591	9
BIH	29/08/2020	19550	336	594	3
BIH	30/08/2020	19793	243	598	4
BIH	31/08/2020	19964	171	609	11
BIH	01/09/2020	20234	270	620	11
BIH	02/09/2020	20517	283	627	7
BIH	03/09/2020	20804	287	636	9
BIH	04/09/2020	21142	338	639	3
BIH	05/09/2020	21439	297	651	12
BIH	06/09/2020	21560	121	655	4
BIH	07/09/2020	21660	100	664	9
BIH	08/09/2020	21961	301	669	5
BIH	09/09/2020	22258	297	675	6
BIH	10/09/2020	22544	286	680	5
BIH	11/09/2020	22834	290	686	6
BIH	12/09/2020	23138	304	690	4
BIH	13/09/2020	23465	327	696	6
BIH	14/09/2020	23635	170	705	9
BIH	15/09/2020	23929	294	725	20
BIH	16/09/2020	24211	282	736	11
BIH	17/09/2020	24605	394	747	11
BIH	18/09/2020	24897	292	752	5
BIH	19/09/2020	25217	320	758	6
BIH	20/09/2020	25428	211	763	5
BIH	21/09/2020	25521	93	770	7
BIH	22/09/2020	25737	216	778	8
BIH	23/09/2020	26081	344	790	12
BIH	24/09/2020	26316	235	802	12
BIH	25/09/2020	26564	248	808	6
BIH	26/09/2020	26797	233	820	12
BIH	27/09/2020	26920	123	822	2
BIH	28/09/2020	27001	81	829	7
BIH	29/09/2020	27226	225	843	14
BIH	30/09/2020	27469	243	856	13
BIH	01/10/2020	27749	280	861	5
BIH	02/10/2020	27975	226	871	10
BIH	03/10/2020	27975	0	871	0
BIH	04/10/2020	28354	379	879	8
BIH	05/10/2020	28449	95	888	9
BIH	06/10/2020	28710	261	903	15
BIH	07/10/2020	29075	365	908	5
BIH	08/10/2020	29528	453	913	5
BIH	09/10/2020	29917	389	926	13
BIH	10/10/2020	30345	428	927	1
BIH	11/10/2020	30647	302	928	1
BIH	12/10/2020	30837	190	936	8
BIH	13/10/2020	31173	336	947	11
BIH	14/10/2020	31655	482	958	11
BIH	15/10/2020	32224	569	972	14
BIH	16/10/2020	32845	621	980	8
BIH	17/10/2020	33561	716	981	1
BIH	18/10/2020	34112	551	984	3
BIH	19/10/2020	34661	549	997	13
BIH	20/10/2020	35389	728	1017	20
BIH	21/10/2020	36315	926	1031	14
BIH	22/10/2020	37314	999	1051	20
BIH	23/10/2020	38493	1179	1065	14
BIH	24/10/2020	39758	1265	1075	10
BIH	25/10/2020	40893	1135	1086	11
BIH	26/10/2020	41596	703	1104	18
BIH	27/10/2020	43151	1555	1125	21
BIH	28/10/2020	44737	1586	1161	36
BIH	29/10/2020	46639	1902	1182	21
BIH	30/10/2020	48137	1498	1212	30
BIH	31/10/2020	50090	1953	1234	22
BIH	01/11/2020	51505	1415	1248	14
BIH	02/11/2020	52269	764	1280	32
BIH	03/11/2020	53822	1553	1317	37
BIH	04/11/2020	55598	1776	1358	41
BIH	05/11/2020	57506	1908	1402	44
BIH	06/11/2020	59427	1921	1457	55
BIH	07/11/2020	61212	1785	1490	33
BIH	08/11/2020	62423	1211	1510	20
BIH	09/11/2020	63419	996	1583	73
BIH	10/11/2020	65024	1605	1629	46
BIH	11/11/2020	66565	1541	1701	72
BIH	12/11/2020	68293	1728	1750	49
BIH	13/11/2020	69625	1332	1808	58
BIH	14/11/2020	70900	1275	1857	49
BIH	15/11/2020	71956	1056	1889	32
BIH	16/11/2020	72689	733	1973	84
BIH	17/11/2020	73944	1255	2042	69
BIH	18/11/2020	75577	1633	2089	47
BIH	19/11/2020	76757	1180	2153	64
BIH	20/11/2020	77994	1237	2209	56
BIH	21/11/2020	79309	1315	2246	37
BIH	22/11/2020	80006	697	2276	30
BIH	23/11/2020	80553	547	2342	66
BIH	24/11/2020	81739	1186	2394	52
BIH	25/11/2020	83328	1589	2429	35
BIH	26/11/2020	84252	924	2480	51
BIH	27/11/2020	85431	1179	2542	62
BIH	28/11/2020	86710	1279	2576	34
BIH	29/11/2020	87374	664	2620	44
BIH	30/11/2020	87901	527	2681	61
BIH	01/12/2020	89085	1184	2727	46
BIH	02/12/2020	90378	1293	2773	46
BIH	03/12/2020	91539	1161	2812	39
BIH	04/12/2020	92793	1254	2865	53
BIH	05/12/2020	93768	975	2922	57
BIH	06/12/2020	94507	739	2952	30
BIH	07/12/2020	94944	437	3012	60
BIH	08/12/2020	96021	1077	3081	69
BIH	09/12/2020	97317	1296	3151	70
BIH	10/12/2020	98603	1286	3199	48
BIH	11/12/2020	99543	940	3250	51
BIH	12/12/2020	100306	763	3298	48
BIH	13/12/2020	101117	811	3336	38
BIH	14/12/2020	101461	344	3391	55
BIH	15/12/2020	102330	869	3457	66
BIH	16/12/2020	103232	902	3511	54
BIH	17/12/2020	104087	855	3549	38
BIH	18/12/2020	104881	794	3583	34
BIH	19/12/2020	105524	643	3625	42
BIH	20/12/2020	105524	0	3625	0
BIH	21/12/2020	106222	698	3706	81
BIH	22/12/2020	106986	764	3792	86
BIH	23/12/2020	107570	584	3838	46
BIH	24/12/2020	108298	728	3878	40
BIH	25/12/2020	108891	593	3901	23
BIH	26/12/2020	109330	439	3923	22
BIH	27/12/2020	109691	361	3953	30
BIH	28/12/2020	109911	220	3942	-11
BIH	29/12/2020	110454	543	4024	82
BIH	30/12/2020	110985	531	4050	26
BIH	31/12/2020	110985	0	4050	0
BLR	28/02/2020	1	1	0	0
BLR	29/02/2020	1	0	0	0
BLR	01/03/2020	1	0	0	0
BLR	02/03/2020	1	0	0	0
BLR	03/03/2020	1	0	0	0
BLR	04/03/2020	6	5	0	0
BLR	05/03/2020	6	0	0	0
BLR	06/03/2020	6	0	0	0
BLR	07/03/2020	6	0	0	0
BLR	08/03/2020	6	0	0	0
BLR	09/03/2020	6	0	0	0
BLR	10/03/2020	9	3	0	0
BLR	11/03/2020	9	0	0	0
BLR	12/03/2020	12	3	0	0
BLR	13/03/2020	27	15	0	0
BLR	14/03/2020	27	0	0	0
BLR	15/03/2020	27	0	0	0
BLR	16/03/2020	36	9	0	0
BLR	17/03/2020	36	0	0	0
BLR	18/03/2020	51	15	0	0
BLR	19/03/2020	51	0	0	0
BLR	20/03/2020	69	18	0	0
BLR	21/03/2020	76	7	0	0
BLR	22/03/2020	76	0	0	0
BLR	23/03/2020	81	5	0	0
BLR	24/03/2020	81	0	0	0
BLR	25/03/2020	86	5	0	0
BLR	26/03/2020	86	0	0	0
BLR	27/03/2020	94	8	0	0
BLR	28/03/2020	94	0	0	0
BLR	29/03/2020	94	0	0	0
BLR	30/03/2020	152	58	0	0
BLR	31/03/2020	152	0	1	1
BLR	01/04/2020	163	11	2	1
BLR	02/04/2020	304	141	4	2
BLR	03/04/2020	351	47	4	0
BLR	04/04/2020	440	89	5	1
BLR	05/04/2020	562	122	8	3
BLR	06/04/2020	700	138	13	5
BLR	07/04/2020	861	161	13	0
BLR	08/04/2020	1066	205	13	0
BLR	09/04/2020	1486	420	16	3
BLR	10/04/2020	1981	495	19	3
BLR	11/04/2020	2226	245	23	4
BLR	12/04/2020	2578	352	26	3
BLR	13/04/2020	2919	341	29	3
BLR	14/04/2020	3281	362	33	4
BLR	15/04/2020	3728	447	36	3
BLR	16/04/2020	4204	476	40	4
BLR	17/04/2020	4779	575	42	2
BLR	18/04/2020	5297	518	45	3
BLR	19/04/2020	5807	510	47	2
BLR	20/04/2020	6264	457	51	4
BLR	21/04/2020	6723	459	55	4
BLR	22/04/2020	7281	558	58	3
BLR	23/04/2020	8022	741	60	2
BLR	24/04/2020	8773	751	63	3
BLR	25/04/2020	9590	817	67	4
BLR	26/04/2020	10463	873	72	5
BLR	27/04/2020	11289	826	75	3
BLR	28/04/2020	12208	919	79	4
BLR	29/04/2020	13181	973	84	5
BLR	30/04/2020	14027	846	89	5
BLR	01/05/2020	14917	890	93	4
BLR	02/05/2020	15828	911	97	4
BLR	03/05/2020	16705	877	99	2
BLR	04/05/2020	17489	784	103	4
BLR	05/05/2020	18350	861	107	4
BLR	06/05/2020	19255	905	112	5
BLR	07/05/2020	20168	913	116	4
BLR	08/05/2020	21101	933	121	5
BLR	09/05/2020	22052	951	126	5
BLR	10/05/2020	22973	921	131	5
BLR	11/05/2020	23906	933	135	4
BLR	12/05/2020	24873	967	142	7
BLR	13/05/2020	25825	952	146	4
BLR	14/05/2020	26772	947	151	5
BLR	15/05/2020	27730	958	156	5
BLR	16/05/2020	28681	951	160	4
BLR	17/05/2020	29650	969	165	5
