iso_code	date	total_cases	new_cases	total_deaths	new_deaths
AGO	09/01/2021	18156	90	416	1
AGO	10/01/2021	18193	37	416	0
AGO	11/01/2021	18254	61	420	4
AGO	12/01/2021	18343	89	422	2
AGO	13/01/2021	18425	82	424	2
AGO	14/01/2021	18613	188	425	1
AGO	15/01/2021	18679	66	428	3
AGO	16/01/2021	18765	86	431	3
AGO	17/01/2021	18875	110	436	5
AGO	18/01/2021	18926	51	439	3
AGO	19/01/2021	19011	85	442	3
AGO	20/01/2021	19093	82	444	2
AGO	21/01/2021	19177	84	448	4
AGO	22/01/2021	19269	92	452	4
AGO	23/01/2021	19367	98	457	5
AGO	24/01/2021	19399	32	459	2
AGO	25/01/2021	19476	77	461	2
AGO	26/01/2021	19553	77	462	1
AGO	27/01/2021	19580	27	462	0
AGO	28/01/2021	19672	92	464	2
AGO	29/01/2021	19723	51	464	0
AGO	30/01/2021	19782	59	464	0
AGO	31/01/2021	19796	14	466	2
AGO	01/02/2021	19829	33	466	0
AGO	02/02/2021	19900	71	468	2
AGO	03/02/2021	19937	37	470	2
AGO	04/02/2021	19996	59	473	3
AGO	05/02/2021	20030	34	474	1
AGO	06/02/2021	20062	32	475	1
AGO	07/02/2021	20086	24	475	0
AGO	08/02/2021	20112	26	475	0
AGO	09/02/2021	20163	51	478	3
AGO	10/02/2021	20210	47	487	9
AGO	11/02/2021	20261	51	487	0
AGO	12/02/2021	20294	33	490	3
AGO	13/02/2021	20329	35	491	1
AGO	14/02/2021	20366	37	492	1
AGO	15/02/2021	20381	15	493	1
AGO	16/02/2021	20389	8	494	1
AGO	17/02/2021	20400	11	496	2
AGO	18/02/2021	20452	52	498	2
AGO	19/02/2021	20478	26	498	0
AGO	20/02/2021	20499	21	498	0
AGO	21/02/2021	20519	20	499	1
AGO	22/02/2021	20548	29	499	0
AGO	23/02/2021	20584	36	500	1
AGO	24/02/2021	20640	56	501	1
AGO	25/02/2021	20695	55	502	1
AGO	26/02/2021	20759	64	504	2
AGO	27/02/2021	20782	23	506	2
AGO	28/02/2021	20807	25	508	2
AGO	01/03/2021	20854	47	508	0
AGO	02/03/2021	20882	28	510	2
AGO	03/03/2021	20923	41	510	0
AGO	04/03/2021	20981	58	511	1
AGO	05/03/2021	21026	45	511	0
AGO	06/03/2021	21055	29	512	1
AGO	07/03/2021	21086	31	514	2
AGO	08/03/2021	21108	22	515	1
AGO	09/03/2021	21114	6	516	1
AGO	10/03/2021	21161	47	516	0
AGO	11/03/2021	21205	44	517	1
AGO	12/03/2021	21265	60	519	2
AGO	13/03/2021	21323	58	520	1
AGO	14/03/2021	21380	57	521	1
AGO	15/03/2021	21407	27	521	0
AGO	16/03/2021	21446	39	522	1
AGO	17/03/2021	21489	43	522	0
AGO	18/03/2021	21558	69	522	0
AGO	19/03/2021	21642	84	524	2
AGO	20/03/2021	21696	54	526	2
AGO	21/03/2021	21733	37	527	1
AGO	22/03/2021	21757	24	530	3
AGO	23/03/2021	21774	17	530	0
AGO	24/03/2021	21836	62	532	2
AGO	25/03/2021	21914	78	532	0
AGO	26/03/2021	21961	47	532	0
AGO	27/03/2021	22031	70	533	1
AGO	28/03/2021	22063	32	533	0
AGO	29/03/2021	22132	69	534	1
AGO	30/03/2021	22182	50	536	2
AGO	31/03/2021	22311	129	537	1
AGO	01/04/2021	22399	88	538	1
AGO	02/04/2021	22467	68	538	0
AGO	03/04/2021	22579	112	540	2
AGO	04/04/2021	22631	52	542	2
AGO	05/04/2021	22717	86	543	1
AGO	06/04/2021	22885	168	547	4
AGO	07/04/2021	23010	125	547	0
AGO	08/04/2021	23108	98	549	2
AGO	09/04/2021	23242	134	549	0
AGO	10/04/2021	23331	89	550	1
AGO	11/04/2021	23457	126	553	3
AGO	12/04/2021	23549	92	554	1
AGO	13/04/2021	23697	148	554	0
AGO	14/04/2021	23841	144	557	3
AGO	15/04/2021	23951	110	557	0
AGO	16/04/2021	24122	171	560	3
AGO	17/04/2021	24300	178	561	1
AGO	18/04/2021	24389	89	561	0
AGO	19/04/2021	24518	129	563	2
AGO	20/04/2021	24661	143	565	2
AGO	21/04/2021	24883	222	570	5
AGO	22/04/2021	25051	168	572	2
AGO	23/04/2021	25279	228	574	2
AGO	24/04/2021	25492	213	577	3
AGO	25/04/2021	25609	117	579	2
AGO	26/04/2021	25710	101	583	4
AGO	27/04/2021	25942	232	587	4
AGO	28/04/2021	26168	226	591	4
AGO	29/04/2021	26431	263	594	3
AGO	30/04/2021	26652	221	596	2
AGO	01/05/2021	26815	163	600	4
AGO	02/05/2021	26993	178	602	2
AGO	03/05/2021	27133	140	603	1
AGO	04/05/2021	27284	151	609	6
AGO	05/05/2021	27529	245	618	9
AGO	06/05/2021	27921	392	622	4
AGO	07/05/2021	28201	280	628	6
AGO	08/05/2021	28477	276	630	2
AGO	09/05/2021	28740	263	633	3
AGO	10/05/2021	28875	135	636	3
AGO	11/05/2021	29146	271	639	3
AGO	12/05/2021	29405	259	645	6
AGO	13/05/2021	29695	290	649	4
AGO	14/05/2021	30030	335	651	2
AGO	15/05/2021	30354	324	655	4
AGO	16/05/2021	30637	283	659	4
AGO	17/05/2021	30787	150	677	18
AGO	18/05/2021	31045	258	685	8
AGO	19/05/2021	31438	393	696	11
AGO	20/05/2021	31661	223	704	8
AGO	21/05/2021	31909	248	709	5
AGO	22/05/2021	32149	240	715	6
AGO	23/05/2021	32441	292	725	10
AGO	24/05/2021	32623	182	731	6
AGO	25/05/2021	32933	310	735	4
AGO	26/05/2021	33338	405	742	7
AGO	27/05/2021	33607	269	745	3
AGO	28/05/2021	33944	337	749	4
AGO	29/05/2021	34180	236	757	8
AGO	30/05/2021	34366	186	764	7
AGO	31/05/2021	34551	185	766	2
AGO	01/06/2021	34752	201	772	6
AGO	02/06/2021	34960	208	780	8
AGO	03/06/2021	35140	180	784	4
AGO	04/06/2021	35307	167	788	4
AGO	05/06/2021	35594	287	794	6
AGO	06/06/2021	35772	178	797	3
AGO	07/06/2021	35854	82	800	3
AGO	08/06/2021	36004	150	803	3
AGO	09/06/2021	36115	111	811	8
AGO	10/06/2021	36325	210	815	4
AGO	11/06/2021	36455	130	819	4
AGO	12/06/2021	36600	145	825	6
AGO	13/06/2021	36705	105	831	6
AGO	14/06/2021	36790	85	836	5
AGO	15/06/2021	36921	131	842	6
AGO	16/06/2021	37094	173	847	5
AGO	17/06/2021	37289	195	851	4
AGO	18/06/2021	37467	178	853	2
AGO	19/06/2021	37604	137	856	3
AGO	20/06/2021	37678	74	859	3
AGO	21/06/2021	37748	70	868	9
AGO	22/06/2021	37874	126	875	7
AGO	23/06/2021	38002	128	878	3
AGO	24/06/2021	38091	89	881	3
AGO	25/06/2021	38371	280	883	2
AGO	26/06/2021	38528	157	887	4
AGO	27/06/2021	38556	28	889	2
AGO	28/06/2021	38613	57	891	2
AGO	29/06/2021	38682	69	894	3
AGO	30/06/2021	38849	167	900	6
AGO	01/07/2021	38965	116	903	3
AGO	02/07/2021	39089	124	906	3
AGO	03/07/2021	39172	83	910	4
AGO	04/07/2021	39230	58	913	3
AGO	05/07/2021	39300	70	915	2
AGO	06/07/2021	39375	75	920	5
AGO	07/07/2021	39491	116	925	5
AGO	08/07/2021	39593	102	925	0
AGO	09/07/2021	39791	198	928	3
AGO	10/07/2021	39881	90	929	1
AGO	11/07/2021	39958	77	935	6
AGO	12/07/2021	40055	97	939	4
AGO	13/07/2021	40138	83	941	2
AGO	14/07/2021	40327	189	946	5
AGO	15/07/2021	40530	203	951	5
AGO	16/07/2021	40631	101	952	1
AGO	17/07/2021	40707	76	954	2
AGO	18/07/2021	40805	98	957	3
AGO	19/07/2021	40906	101	969	12
AGO	20/07/2021	41061	155	970	1
AGO	21/07/2021	41227	166	973	3
AGO	22/07/2021	41405	178	977	4
AGO	23/07/2021	41405	0	977	0
AGO	24/07/2021	41736	331	982	5
AGO	25/07/2021	41780	44	984	2
ALB	01/01/2021	58316	0	1181	0
ALB	02/01/2021	58991	675	1190	9
ALB	03/01/2021	59438	447	1193	3
ALB	04/01/2021	59623	185	1199	6
ALB	05/01/2021	60283	660	1210	11
ALB	06/01/2021	61008	725	1217	7
ALB	07/01/2021	61705	697	1223	6
ALB	08/01/2021	62378	673	1230	7
ALB	09/01/2021	63033	655	1233	3
ALB	10/01/2021	63595	562	1241	8
ALB	11/01/2021	63971	376	1247	6
ALB	12/01/2021	64627	656	1252	5
ALB	13/01/2021	65334	707	1256	4
ALB	14/01/2021	65994	660	1261	5
ALB	15/01/2021	66635	641	1265	4
ALB	16/01/2021	67216	581	1270	5
ALB	17/01/2021	67690	474	1277	7
ALB	18/01/2021	67982	292	1281	4
ALB	19/01/2021	68568	586	1287	6
ALB	20/01/2021	69238	670	1291	4
ALB	21/01/2021	69916	678	1296	5
ALB	22/01/2021	70655	739	1303	7
ALB	23/01/2021	71441	786	1310	7
ALB	24/01/2021	72274	833	1315	5
ALB	25/01/2021	72812	538	1324	9
ALB	26/01/2021	73691	879	1332	8
ALB	27/01/2021	74567	876	1339	7
ALB	28/01/2021	75454	887	1350	11
ALB	29/01/2021	76350	896	1358	8
ALB	30/01/2021	77251	901	1369	11
ALB	31/01/2021	78127	876	1380	11
ALB	01/02/2021	78992	865	1393	13
ALB	02/02/2021	79934	942	1398	5
ALB	03/02/2021	80941	1007	1404	6
ALB	04/02/2021	81993	1052	1418	14
ALB	05/02/2021	83082	1089	1433	15
ALB	06/02/2021	84212	1130	1446	13
ALB	07/02/2021	85336	1124	1460	14
ALB	08/02/2021	86289	953	1472	12
ALB	09/02/2021	87528	1239	1488	16
ALB	10/02/2021	88671	1143	1503	15
ALB	11/02/2021	89776	1105	1517	14
ALB	12/02/2021	90835	1059	1531	14
ALB	13/02/2021	91987	1152	1543	12
ALB	14/02/2021	93075	1088	1555	12
ALB	15/02/2021	93850	775	1567	12
ALB	16/02/2021	94651	801	1582	15
ALB	17/02/2021	95726	1075	1600	18
ALB	18/02/2021	96838	1112	1617	17
ALB	19/02/2021	97909	1071	1636	19
ALB	20/02/2021	99062	1153	1653	17
ALB	21/02/2021	100246	1184	1666	13
ALB	22/02/2021	101285	1039	1681	15
ALB	23/02/2021	102306	1021	1696	15
ALB	24/02/2021	103327	1021	1715	19
ALB	25/02/2021	104313	986	1736	21
ALB	26/02/2021	105229	916	1756	20
ALB	27/02/2021	106215	986	1775	19
ALB	28/02/2021	107167	952	1796	21
ALB	01/03/2021	107931	764	1816	20
ALB	02/03/2021	108823	892	1835	19
ALB	03/03/2021	109674	851	1856	21
ALB	04/03/2021	110521	847	1876	20
ALB	05/03/2021	111301	780	1897	21
ALB	06/03/2021	112078	777	1918	21
ALB	07/03/2021	112897	819	1939	21
ALB	08/03/2021	113580	683	1956	17
ALB	09/03/2021	114209	629	1969	13
ALB	10/03/2021	114840	631	1986	17
ALB	11/03/2021	115442	602	2002	16
ALB	12/03/2021	116123	681	2018	16
ALB	13/03/2021	116821	698	2030	12
ALB	14/03/2021	117474	653	2045	15
ALB	15/03/2021	118017	543	2060	15
ALB	16/03/2021	118492	475	2077	17
ALB	17/03/2021	118938	446	2092	15
ALB	18/03/2021	119528	590	2106	14
ALB	19/03/2021	120022	494	2122	16
ALB	20/03/2021	120541	519	2133	11
ALB	21/03/2021	121200	659	2137	4
ALB	22/03/2021	121544	344	2145	8
ALB	23/03/2021	121847	303	2156	11
ALB	24/03/2021	122295	448	2171	15
ALB	25/03/2021	122767	472	2184	13
ALB	26/03/2021	123216	449	2192	8
ALB	27/03/2021	123641	425	2204	12
ALB	28/03/2021	124134	493	2210	6
ALB	29/03/2021	124419	285	2216	6
ALB	30/03/2021	124723	304	2227	11
ALB	31/03/2021	125157	434	2235	8
ALB	01/04/2021	125506	349	2241	6
ALB	02/04/2021	125842	336	2247	6
ALB	03/04/2021	126183	341	2256	9
ALB	04/04/2021	126531	348	2265	9
ALB	05/04/2021	126795	264	2274	9
ALB	06/04/2021	126936	141	2283	9
ALB	07/04/2021	127192	256	2291	8
ALB	08/04/2021	127509	317	2297	6
ALB	09/04/2021	127795	286	2304	7
ALB	10/04/2021	128155	360	2310	6
ALB	11/04/2021	128393	238	2317	7
ALB	12/04/2021	128518	125	2321	4
ALB	13/04/2021	128752	234	2326	5
ALB	14/04/2021	128959	207	2331	5
ALB	15/04/2021	129128	169	2335	4
ALB	16/04/2021	129307	179	2337	2
ALB	17/04/2021	129456	149	2340	3
ALB	18/04/2021	129594	138	2342	2
ALB	19/04/2021	129694	100	2347	5
ALB	20/04/2021	129842	148	2353	6
ALB	21/04/2021	129980	138	2358	5
ALB	22/04/2021	130114	134	2364	6
ALB	23/04/2021	130270	156	2367	3
ALB	24/04/2021	130409	139	2372	5
ALB	25/04/2021	130537	128	2378	6
ALB	26/04/2021	130606	69	2379	1
ALB	27/04/2021	130736	130	2383	4
ALB	28/04/2021	130859	123	2386	3
ALB	29/04/2021	130977	118	2389	3
ALB	30/04/2021	131085	108	2394	5
ALB	01/05/2021	131185	100	2396	2
ALB	02/05/2021	131238	53	2397	1
ALB	03/05/2021	131276	38	2399	2
ALB	04/05/2021	131327	51	2402	3
ALB	05/05/2021	131419	92	2403	1
ALB	06/05/2021	131510	91	2406	3
ALB	07/05/2021	131577	67	2408	2
ALB	08/05/2021	131666	89	2411	3
ALB	09/05/2021	131723	57	2412	1
ALB	10/05/2021	131753	30	2416	4
ALB	11/05/2021	131803	50	2420	4
ALB	12/05/2021	131845	42	2423	3
ALB	13/05/2021	131890	45	2426	3
ALB	14/05/2021	131939	49	2427	1
ALB	15/05/2021	131978	39	2429	2
ALB	16/05/2021	132015	37	2432	3
ALB	17/05/2021	132032	17	2435	3
ALB	18/05/2021	132071	39	2436	1
ALB	19/05/2021	132095	24	2438	2
ALB	20/05/2021	132118	23	2440	2
ALB	21/05/2021	132153	35	2441	1
ALB	22/05/2021	132176	23	2442	1
ALB	23/05/2021	132209	33	2444	2
ALB	24/05/2021	132215	6	2445	1
ALB	25/05/2021	132229	14	2447	2
ALB	26/05/2021	132244	15	2447	0
ALB	27/05/2021	132264	20	2447	0
ALB	28/05/2021	132285	21	2448	1
ALB	29/05/2021	132297	12	2449	1
ALB	30/05/2021	132309	12	2450	1
ALB	31/05/2021	132315	6	2451	1
ALB	01/06/2021	132337	22	2451	0
ALB	02/06/2021	132351	14	2451	0
ALB	03/06/2021	132360	9	2451	0
ALB	04/06/2021	132372	12	2451	0
ALB	05/06/2021	132374	2	2451	0
ALB	06/06/2021	132379	5	2451	0
ALB	07/06/2021	132384	5	2452	1
ALB	08/06/2021	132397	13	2452	0
ALB	09/06/2021	132415	18	2452	0
ALB	10/06/2021	132426	11	2452	0
ALB	11/06/2021	132437	11	2453	1
ALB	12/06/2021	132449	12	2453	0
ALB	13/06/2021	132459	10	2453	0
ALB	14/06/2021	132461	2	2453	0
ALB	15/06/2021	132469	8	2454	1
ALB	16/06/2021	132476	7	2454	0
ALB	17/06/2021	132481	5	2454	0
ALB	18/06/2021	132484	3	2454	0
ALB	19/06/2021	132488	4	2454	0
ALB	20/06/2021	132490	2	2454	0
ALB	21/06/2021	132490	0	2454	0
ALB	22/06/2021	132496	6	2455	1
ALB	23/06/2021	132497	1	2455	0
ALB	24/06/2021	132499	2	2455	0
ALB	25/06/2021	132506	7	2455	0
ALB	26/06/2021	132509	3	2456	1
ALB	27/06/2021	132512	3	2456	0
ALB	28/06/2021	132513	1	2456	0
ALB	29/06/2021	132514	1	2456	0
ALB	30/06/2021	132521	7	2456	0
ALB	01/07/2021	132523	2	2456	0
ALB	02/07/2021	132526	3	2456	0
ALB	03/07/2021	132534	8	2456	0
ALB	04/07/2021	132535	1	2456	0
ALB	05/07/2021	132537	2	2456	0
ALB	06/07/2021	132544	7	2456	0
ALB	07/07/2021	132557	13	2456	0
ALB	08/07/2021	132565	8	2456	0
ALB	09/07/2021	132580	15	2456	0
ALB	10/07/2021	132587	7	2456	0
ALB	11/07/2021	132592	5	2456	0
ALB	12/07/2021	132597	5	2456	0
ALB	13/07/2021	132608	11	2456	0
ALB	14/07/2021	132616	8	2456	0
ALB	15/07/2021	132629	13	2456	0
ALB	16/07/2021	132647	18	2456	0
ALB	17/07/2021	132665	18	2456	0
ALB	18/07/2021	132686	21	2456	0
ALB	19/07/2021	132697	11	2456	0
ALB	20/07/2021	132740	43	2456	0
ALB	21/07/2021	132763	23	2456	0
ALB	22/07/2021	132797	34	2456	0
ALB	23/07/2021	132828	31	2456	0
ALB	24/07/2021	132853	25	2456	0
ALB	25/07/2021	132875	22	2456	0
AND	01/01/2021	8117	68	84	0
AND	02/01/2021	8166	49	84	0
AND	03/01/2021	8192	26	84	0
AND	04/01/2021	8249	57	84	0
AND	05/01/2021	8308	59	84	0
AND	06/01/2021	8348	40	84	0
AND	07/01/2021	8348	0	84	0
AND	08/01/2021	8489	141	84	0
AND	09/01/2021	8586	97	85	1
AND	10/01/2021	8586	0	85	0
AND	11/01/2021	8586	0	85	0
AND	12/01/2021	8682	96	86	1
AND	13/01/2021	8818	136	87	1
AND	14/01/2021	8868	50	88	1
AND	15/01/2021	8946	78	88	0
AND	16/01/2021	9038	92	91	3
AND	17/01/2021	9083	45	91	0
AND	18/01/2021	9083	0	91	0
AND	19/01/2021	9194	111	92	1
AND	20/01/2021	9308	114	92	0
AND	21/01/2021	9379	71	93	1
AND	22/01/2021	9416	37	93	0
AND	23/01/2021	9499	83	96	3
AND	24/01/2021	9549	50	96	0
AND	25/01/2021	9596	47	97	1
AND	26/01/2021	9638	42	97	0
AND	27/01/2021	9716	78	98	1
AND	28/01/2021	9779	63	100	2
AND	29/01/2021	9837	58	100	0
AND	30/01/2021	9885	48	101	1
AND	31/01/2021	9937	52	101	0
AND	01/02/2021	9972	35	101	0
AND	02/02/2021	10017	45	102	1
AND	03/02/2021	10070	53	103	1
AND	04/02/2021	10137	67	103	0
AND	05/02/2021	10172	35	104	1
AND	06/02/2021	10206	34	105	1
AND	07/02/2021	10251	45	106	1
AND	08/02/2021	10275	24	106	0
AND	09/02/2021	10312	37	106	0
AND	10/02/2021	10352	40	106	0
AND	11/02/2021	10391	39	106	0
AND	12/02/2021	10427	36	106	0
AND	13/02/2021	10463	36	107	1
AND	14/02/2021	10503	40	107	0
AND	15/02/2021	10538	35	107	0
AND	16/02/2021	10555	17	107	0
AND	17/02/2021	10583	28	107	0
AND	18/02/2021	10610	27	107	0
AND	19/02/2021	10645	35	107	0
AND	20/02/2021	10672	27	107	0
AND	21/02/2021	10699	27	107	0
AND	22/02/2021	10712	13	109	2
AND	23/02/2021	10739	27	110	1
AND	24/02/2021	10775	36	110	0
AND	25/02/2021	10799	24	110	0
AND	26/02/2021	10822	23	110	0
AND	27/02/2021	10849	27	110	0
