tconst	averageRating
tt0090084	5.2
tt0090086	6.2
tt0090088	7.2
tt0090090	5.3
tt0090092	5.7
tt0090093	5.8
tt0090094	5.9
tt0090095	6.6
tt0090096	4.8
tt0090098	6.3
tt0090101	6.5
tt0090102	6.5
tt0090103	7
tt0090107	4
tt0090108	4.7
tt0090109	8.3
tt0090110	7.1
tt0090112	6.5
tt0090113	6.8
tt0090114	7
tt0090115	6.6
tt0090116	6.2
tt0090118	5.8
tt0090121	4.6
tt0090122	7.5
tt0090124	7
tt0090125	7.2
tt0090126	5.5
tt0090127	6.6
tt0090128	6.8
tt0090130	6
tt0090137	6.4
tt0090138	7.1
tt0090141	8.5
tt0090142	6.1
tt0090145	5.7
tt0090146	5.5
tt0090147	8.1
tt0090148	5.4
tt0090149	3.9
tt0090150	5.2
tt0090151	6.2
tt0090152	7.1
tt0090159	6
tt0090166	3.5
tt0090168	6.5
tt0090169	5
tt0090170	5.4
tt0090171	6.9
tt0090172	6.5
tt0090173	6.8
tt0090175	6.4
tt0090179	5.3
tt0090180	7.3
tt0090181	6
tt0090182	7.4
tt0090183	3.4
tt0090184	4.7
tt0090185	7.7
tt0090186	5
tt0090190	6.2
tt0090192	6.1
tt0090193	4.6
tt0090194	5.9
tt0090196	5
tt0090197	6.8
tt0090198	6.2
tt0090199	6.3
tt0090200	4.5
tt0090201	4
tt0090202	7
tt0090203	7.5
tt0090205	5.5
tt0090206	6.6
tt0090208	7.2
tt0090209	6.5
tt0090210	7.3
tt0090212	8.5
tt0090213	6.1
tt0090214	6.2
tt0090215	7.4
tt0090216	6
tt0090217	6
tt0090219	6.9
tt0090220	6.7
tt0090221	6.9
tt0090223	6.5
tt0090224	6.1
tt0090225	6.4
tt0090227	7.2
tt0090228	6
tt0090233	4.1
tt0090234	6.8
tt0090235	5.1
tt0090236	6.2
tt0090239	4.3
tt0090241	7
tt0090242	5.1
tt0090244	6.6
tt0090245	6.2
tt0090246	7.5
tt0090247	5.7
tt0090248	7.2
tt0090249	7
tt0090250	7.5
tt0090251	5.9
tt0090252	5.3
tt0090253	6.7
tt0090254	6.4
tt0090256	5.8
tt0090257	8
tt0090258	5.2
tt0090259	7.6
tt0090260	6.5
tt0090262	6.6
tt0090263	5.7
tt0090264	6.3
tt0090265	5.4
tt0090266	5.7
tt0090267	6.7
tt0090268	6.3
tt0090270	6.6
tt0090271	6.4
tt0090272	5.9
tt0090274	5.5
tt0090275	7.3
tt0090277	6.9
tt0090278	6.3
tt0090279	5.1
tt0090280	6.2
tt0090282	6.6
tt0090283	4.9
tt0090286	6.3
tt0090288	5.5
tt0090290	4.8
tt0090291	6.9
tt0090292	4.3
tt0090293	6.1
tt0090295	6.3
tt0090296	4
tt0090297	6.1
tt0090299	8.2
tt0090302	6.3
tt0090303	6.6
tt0090304	6.5
tt0090305	6.6
tt0090306	7
tt0090309	6.5
tt0090310	6.8
tt0090311	5.4
tt0090312	7
tt0090314	4.7
tt0090315	7.7
tt0090317	7.6
tt0090318	4
tt0090319	6.7
tt0090322	5.5
tt0090323	4.8
tt0090325	6.4
tt0090326	5.1
tt0090327	5.7
tt0090329	7.4
tt0090333	2.8
tt0090334	2
tt0090336	7.1
tt0090338	4.2
tt0090340	7.6
tt0090341	6.9
tt0090342	6.4
tt0090343	5.7
tt0090344	6.8
tt0090345	6.2
tt0090346	3.6
tt0090349	6.6
tt0090350	6.9
tt0090351	7.2
tt0090352	7
tt0090353	4.7
tt0090354	5.3
tt0090355	3.7
tt0090356	4.4
tt0090357	6.8
tt0090358	6.2
tt0090359	6.7
tt0090360	6.8
tt0090362	7
tt0090363	5.1
tt0090364	5
tt0090365	6.9
tt0090366	7.3
tt0090368	8
tt0090370	7.3
tt0090371	6.9
tt0090372	6.7
tt0090374	7.6
tt0090375	6
tt0090376	5.1
tt0090377	6.6
tt0090378	5.9
tt0090381	6.1
tt0090382	4.5
tt0090383	6
tt0090385	6
tt0090386	6.8
tt0090387	6.7
tt0090554	6.4
tt0090555	6.6
tt0090556	7.6
tt0090557	7.4
tt0090558	7.8
tt0090559	7.7
tt0090561	6.6
tt0090563	7.4
tt0090564	5.6
tt0090565	7.6
tt0090566	6.9
tt0090567	6.4
tt0090568	5.8
tt0090570	7.5
tt0090572	7.6
tt0090575	7.1
tt0090576	7.2
tt0090578	5
tt0090579	7.5
tt0090580	6.1
tt0090581	5.8
tt0090582	4.3
tt0090583	6.2
tt0090585	5.6
tt0090587	6.5
tt0090590	4
tt0090591	4.7
tt0090592	7.3
tt0090593	7.4
tt0090596	7.2
tt0090597	6.4
tt0090599	4.8
tt0090600	7.1
tt0090601	5.4
tt0090605	8.3
tt0090610	6.7
tt0090611	5.3
tt0090615	5
tt0090616	5.6
tt0090617	6.5
tt0090619	6.1
tt0090620	5.1
tt0090623	5.9
tt0090624	5.2
tt0090625	5.7
tt0090627	4.4
tt0090629	4.8
tt0090630	4.2
tt0090631	4.8
tt0090633	6.9
tt0090634	7.1
tt0090636	7
tt0090637	5.8
tt0090641	6.2
tt0090642	4
tt0090643	7
tt0090644	6.7
tt0090645	5.3
tt0090648	7.2
tt0090650	6.9
tt0090652	4.5
tt0090655	6.2
tt0090656	7.8
tt0090658	6.6
tt0090659	5.1
tt0090660	5.7
tt0090661	4.9
tt0090665	6.7
tt0090667	7.1
tt0090670	7
tt0090671	6.4
tt0090675	4.4
tt0090677	7.6
tt0090678	5.9
tt0090679	6.9
tt0090681	5.3
tt0090684	6.6
tt0090685	6.7
tt0090686	5.9
tt0090687	6.7
tt0090688	4.3
tt0090689	6.3
tt0090690	5.1
tt0090691	5.4
tt0090693	6.2
tt0090694	5.1
tt0090696	5.1
tt0090697	6.8
tt0090698	7.3
tt0090699	5.3
tt0090700	6.3
tt0090703	5.4
tt0090704	6.9
tt0090706	7.6
tt0090708	4.8
tt0090709	5.7
tt0090710	6.5
tt0090713	6
tt0090714	6.1
tt0090718	5
tt0090721	4.8
tt0090722	6.2
tt0090724	5
tt0090725	7.4
tt0090727	5.2
tt0090728	7.3
tt0090729	5.7
tt0090730	6.4
tt0090733	5.1
tt0090734	5.4
tt0090735	5.5
tt0090736	4.9
tt0090738	6.4
tt0090743	4.9
tt0090744	7.8
tt0090748	4.8
tt0090750	4.3
tt0090752	5.4
tt0090753	4.4
tt0090755	4.9
tt0090756	7.7
tt0090760	6.5
tt0090762	6.3
tt0090763	5.5
tt0090766	5.4
tt0090767	5
tt0090768	6.5
tt0090769	5.3
tt0090770	6.4
tt0090771	3.8
tt0090772	4.1
tt0090773	5.3
tt0090774	6.8
tt0090777	5.5
tt0090778	6
tt0090779	5.3
tt0090781	6.9
tt0090782	6.3
tt0090784	6.1
tt0090785	5.8
tt0090786	5.8
tt0090788	4.8
tt0090795	4.5
tt0090796	5.2
tt0090797	6.2
tt0090798	6.6
tt0090799	5.5
tt0090800	5.9
tt0090801	6.1
tt0090805	7.1
tt0090806	7.2
tt0090807	4.7
tt0090809	4.4
tt0090810	6.4
tt0090811	5.5
tt0090812	7.5
tt0090815	5.5
tt0090817	6.2
tt0090818	4.8
tt0090820	7.9
tt0090822	6.2
tt0090823	4.1
tt0090824	5.6
tt0090825	4.7
tt0090826	7.1
tt0090830	7.2
tt0090831	6.7
tt0090832	6.3
tt0090834	6.8
tt0090836	5.3
tt0090837	5.6
tt0090840	6.3
tt0090841	6.1
tt0090842	6.7
tt0090843	5.9
tt0090844	6.2
tt0090845	7
tt0090847	5.6
tt0090848	5.4
tt0090849	5.7
tt0090851	7.1
tt0090852	6.6
tt0090856	5.1
tt0090857	6.8
tt0090859	5.8
tt0090860	4.4
tt0090863	7
tt0090866	6.3
tt0090867	7.3
tt0090868	5.6
tt0090870	5.2
tt0090871	5.7
tt0090873	4.7
tt0090874	5.2
tt0090876	6.2
tt0090877	5.5
tt0090879	5.6
tt0090881	5.3
tt0090882	6.4
tt0090886	6.4
tt0090887	6.1
tt0090888	7.1
tt0090890	7
tt0090892	6.5
tt0090895	6
tt0090897	5.4
tt0090901	6.8
tt0090902	5.3
tt0090903	5.2
tt0090904	5.6
tt0090906	7.7
tt0090907	6.9
tt0090909	6.4
tt0090911	5.9
tt0090912	6.5
tt0090913	2.6
tt0090915	6
tt0090917	5.6
tt0090918	7.6
tt0090919	7.1
tt0090922	6.7
tt0090926	6.2
tt0090927	5.6
tt0090928	2.9
tt0090929	5
tt0090930	6
tt0090931	7
tt0090932	4.6
tt0090933	5.4
tt0090934	6.6
tt0090935	3.4
tt0090936	6.3
tt0090938	4.5
tt0090939	6.4
tt0090940	7.3
tt0090942	8.3
tt0090944	5.8
tt0090945	5.8
tt0090946	4.7
tt0090948	5.4
tt0090949	6.5
tt0090951	7.1
tt0090952	7.3
tt0090955	7.6
tt0090956	7.1
tt0090958	5.7
tt0090959	5.3
tt0090960	6.2
tt0090961	6.6
tt0090963	6.7
tt0090964	5.4
tt0090965	7.1
tt0090966	6.2
tt0090967	7.7
tt0090968	5.6
tt0090969	6.3
tt0090970	4.8
tt0090977	7.1
tt0090978	6.4
tt0090981	4.8
tt0090982	8.1
tt0090983	5.6
tt0090984	5.2
tt0090985	7.2
tt0090986	6.5
tt0090988	5.5
tt0090992	4.8
tt0090993	6.1
tt0090994	5.8
tt0090996	6.9
tt0090997	5.5
tt0090998	6.1
tt0091002	4.4
tt0091003	4.9
tt0091005	7
tt0091006	6.8
tt0091007	5.6
tt0091008	5.5
tt0091010	5.5
tt0091012	4.1
tt0091017	4.4
tt0091018	8
tt0091019	5.8
tt0091020	3.3
tt0091022	6
tt0091024	6.3
tt0091025	4.2
tt0091026	4.5
tt0091027	5.7
tt0091028	5.9
tt0091032	5.1
tt0091035	6.3
tt0091036	6.5
tt0091038	6.1
tt0091039	5.2
tt0091042	7.8
tt0091045	5.4
tt0091049	7.4
tt0091050	4.9
tt0091051	4.7
tt0091053	6.5
tt0091055	5.2
tt0091058	3.7
tt0091059	6.9
tt0091060	6.6
tt0091064	7.6
tt0091065	5.1
tt0091067	5.4
tt0091068	5.9
tt0091069	7.1
tt0091071	5.1
tt0091072	4.4
tt0091077	4.7
tt0091080	6
tt0091081	6.7
tt0091083	6.7
tt0091084	5.8
tt0091086	6.9
tt0091087	5.3
tt0091089	5.1
tt0091090	6.5
tt0091091	7
tt0091092	4
tt0091093	7.1
tt0091094	4.4
tt0091096	7
tt0091097	5
tt0091099	6.7
tt0091103	4.3
tt0091104	5.8
tt0091105	6.7
tt0091107	7.8
tt0091108	4.3
tt0091110	5.2
tt0091112	6.1
tt0091113	7.3
tt0091114	5.3
tt0091116	6.3
tt0091117	5.7
tt0091118	4
tt0091119	4.5
tt0091123	5.8
tt0091124	5.1
tt0091126	6.9
tt0091128	5.1
tt0091129	6
tt0091130	3.4
tt0091134	7.4
tt0091136	7
tt0091138	5.1
tt0091140	6
tt0091141	6
tt0091142	5.7
tt0091144	5.1
tt0091148	5.6
tt0091149	7.2
tt0091151	6.8
tt0091154	3.5
tt0091156	6.7
tt0091157	5.2
tt0091158	6.7
tt0091159	6.3
tt0091160	6
tt0091162	7.6
tt0091164	5.4
tt0091165	4.9
tt0091166	5.4
tt0091167	7.9
tt0091168	3.9
tt0091169	5.7
tt0091170	6.2
tt0091171	5.5
tt0091173	3.3
tt0091175	6.9
tt0091178	5.7
tt0091179	6.3
tt0091180	5.5
tt0091183	5.5
tt0091187	6.9
tt0091188	6.1
tt0091190	7.3
tt0091191	6.2
tt0091192	4.9
tt0091193	4.1
tt0091196	6.1
tt0091200	7.6
tt0091202	5.2
tt0091203	7.1
tt0091204	5.5
tt0091209	7.2
tt0091210	6.6
tt0091213	4.6
tt0091214	7.7
tt0091215	8.2
tt0091216	7.9
tt0091217	7.5
tt0091219	5.3
tt0091221	3.5
tt0091223	6.2
tt0091225	4.7
tt0091226	5.8
tt0091227	5.1
tt0091228	6.5
tt0091229	6.9
tt0091230	3.5
tt0091231	6.3
tt0091234	5.3
tt0091235	5.1
tt0091236	4.8
tt0091237	5
tt0091238	4.8
tt0091241	5.7
tt0091244	5.9
tt0091246	6.2
tt0091251	8.3
tt0091253	6.4
tt0091254	4.6
tt0091256	8.3
tt0091257	6.8
tt0091258	5.9
tt0091259	5.1
tt0091260	6.5
tt0091261	7.2
tt0091263	6.4
tt0091264	5.2
tt0091265	6
tt0091266	5.9
tt0091267	4.7
tt0091268	6.2
tt0091269	7.4
tt0091270	6.6
tt0091271	3
tt0091276	5.6
tt0091277	6.1
tt0091278	5.5
tt0091281	5.4
tt0091282	5.2
tt0091283	7.2
tt0091284	6.2
tt0091285	4.3
tt0091287	5.8
tt0091288	8
tt0091289	6.6
tt0091290	5.8
tt0091291	5.8
tt0091292	5.9
tt0091293	5.7
tt0091295	6.4
tt0091296	4.6
tt0091299	6.8
tt0091300	5.6
tt0091302	6.2
tt0091303	5
tt0091304	6.4
tt0091305	5.4
tt0091306	5.9
tt0091308	6.5
tt0091309	7.1
tt0091310	5.9
tt0091311	4.5
tt0091313	4.1
tt0091314	6.1
tt0091315	4
tt0091317	6.2
tt0091319	6.4
tt0091320	5.6
tt0091321	7.1
tt0091322	5.8
tt0091323	7.3
tt0091325	6.3
tt0091326	6.1
tt0091328	7.4
tt0091333	5.9
tt0091334	5.8
tt0091335	7
tt0091336	4.7
tt0091338	5.1
tt0091339	4.8
tt0091341	8.1
tt0091343	5.6
tt0091344	3.9
tt0091348	6
tt0091350	6.5
tt0091351	4.8
tt0091352	7
tt0091354	6.7
tt0091355	7.8
tt0091356	7.1
tt0091357	5.1
tt0091358	6.8
tt0091359	6.8
tt0091360	7.2
tt0091363	2.6
tt0091364	7.9
tt0091367	6.5
tt0091369	7.4
tt0091370	5.4
tt0091373	4.8
tt0091374	7.1
tt0091375	6.4
tt0091377	7
tt0091378	6
tt0091379	6.6
tt0091380	3
tt0091381	4.1
tt0091385	4.9
tt0091387	4.1
tt0091389	6.3
tt0091391	6
tt0091392	6.7
tt0091396	6
tt0091398	8
tt0091399	6.4
tt0091400	5.2
tt0091403	7.3
tt0091404	6.9
tt0091405	5.7
tt0091406	7.7
tt0091410	6.5
tt0091411	4.6
tt0091412	6
tt0091414	6.7
tt0091415	6
tt0091416	5.2
tt0091417	5.5
tt0091419	7.1
tt0091421	7.3
tt0091422	6.9
tt0091425	3.6
tt0091427	6.5
tt0091428	6
tt0091429	5.4
tt0091430	5.5
tt0091431	7
tt0091433	4.5
tt0091434	6.5
tt0091437	5.3
tt0091439	6.1
tt0091441	5.3
tt0091442	4
tt0091443	6.6
tt0091444	3.6
tt0091445	6.9
tt0091446	3.8
tt0091447	5.5
tt0091449	6.6
tt0091452	4.1
tt0091454	4.7
tt0091457	5
tt0091459	6.5
tt0091460	5.8
tt0091461	6.8
tt0091462	4.5
tt0091463	5.5
tt0091464	7.2
tt0091466	5.5
tt0091467	7
tt0091468	6.1
tt0091470	6.2
tt0091472	6.2
tt0091474	7.2
tt0091475	5.6
tt0091479	6.7
tt0091480	8
tt0091481	6.9
tt0091483	6.4
tt0091491	7.1
tt0091492	4.7
tt0091495	7
tt0091497	7.3
tt0091498	6.1
tt0091499	5.5
tt0091501	4
tt0091505	7
tt0091506	7.3
tt0091507	7.1
tt0091508	4.7
tt0091509	5.7
tt0091510	6.3
tt0091511	5.2
tt0091513	4.7
tt0091515	5.8
tt0091517	5.9
tt0091519	5.7
tt0091521	6.8
tt0091522	2.1
tt0091524	5.2
tt0091525	5.9
tt0091526	4.5
tt0091527	5.9
tt0091528	6.5
tt0091529	7.3
tt0091530	7.4
tt0091531	6.8
tt0091532	6
tt0091533	5.1
tt0091534	5.8
tt0091535	6.6
tt0091536	5.2
tt0091537	6.6
tt0091538	7.3
tt0091539	4.9
tt0091540	5.8
tt0091541	6.4
tt0091544	5
tt0091545	6
tt0091548	4.5
tt0091550	5.8
tt0091552	5.4
tt0091553	5.7
tt0091554	6
tt0091555	5.9
tt0091556	6.6
tt0091557	6.6
tt0091558	7.7
tt0091559	8.4
tt0091560	4.5
tt0091561	2.9
tt0091563	6.6
tt0091570	6.7
tt0091575	6
tt0091578	6.8
tt0091579	5.6
tt0091580	7
tt0091582	7
tt0091583	4.7
tt0091584	6
tt0091586	6.3
tt0091587	4.6
tt0091588	6.4
tt0091589	5.2
tt0091590	7.1
tt0091592	7.6
tt0091593	4.9
tt0091594	6.9
tt0091596	3.6
tt0091597	6.6
tt0091598	7.5
tt0091600	6.4
tt0091601	6.5
tt0091602	5.4
tt0091603	5.3
tt0091604	5.7
tt0091605	7.7
tt0091607	6.5
tt0091608	6
tt0091611	5.6
tt0091613	5.8
tt0091617	3.8
tt0091621	4.8
tt0091622	7.3
tt0091625	6.1
tt0091628	7
tt0091630	6.8
tt0091631	3.3
tt0091632	5.6
tt0091635	6
tt0091636	5.9
tt0091637	5.7
tt0091638	7.1
tt0091640	4.9
tt0091642	5.5
tt0091645	6.6
tt0091646	6.5
tt0091647	5.3
tt0091651	5.2
tt0091652	5.8
tt0091653	5.9
tt0091654	6.3
tt0091655	5.8
tt0091656	5.8
tt0091658	7.3
tt0091660	7
tt0091663	7.2
tt0091664	5.4
tt0091668	5
tt0091669	5.8
tt0091670	8
tt0091671	5.8
tt0091674	4.7
tt0091676	6.1
tt0091677	6.8
tt0091680	6.4
tt0091681	5.7
tt0091682	4.8
tt0091685	6.2
tt0091686	6.8
tt0091687	5.6
tt0091688	5.2
tt0091691	6.1
tt0091695	7.2
tt0091696	6.2
tt0091697	6.9
tt0091698	5.5
tt0091699	6.9
tt0091700	6.1
tt0091701	6.6
tt0091702	6.9
tt0091704	8.6
tt0091705	6.5
tt0091706	5.4
tt0091707	5.1
tt0091710	3.6
tt0091711	4.8
tt0091712	6
tt0091713	5
tt0091715	6.2
tt0091716	6.6
tt0091717	6.6
tt0091719	5.2
tt0091723	6.3
tt0091725	7.2
tt0091726	8.4
tt0091727	4.1
tt0091729	5.7
tt0091730	4.8
tt0091731	6.5
tt0091734	3.1
tt0091736	4.9
tt0091737	6.1
tt0091738	6.4
tt0091739	7
tt0091740	3.9
tt0091742	6
tt0091744	6.2
tt0091745	7
tt0091746	6.3
tt0091747	6.8
tt0091748	3.3
tt0091751	7.5
tt0091754	6.7
tt0091755	6.7
tt0091756	6.8
tt0091757	6.1
tt0091759	7.6
tt0091760	6.4
tt0091761	5.4
tt0091762	5.5
tt0091763	8.1
tt0091765	6
tt0091766	5.8
tt0091767	4.2
tt0091769	7
tt0091770	7.2
tt0091771	7.1
tt0091772	6.6
tt0091773	6.5
tt0091774	4.9
tt0091777	5.4
tt0091778	5.7
tt0091781	7
tt0091783	4.8
tt0091784	6
tt0091785	6.9
tt0091786	5.7
tt0091788	4.4
tt0091789	4.7
tt0091790	6.8
tt0091793	5.7
tt0091794	7
tt0091796	6.1
tt0091797	6.9
tt0091799	5.4
tt0091801	5.9
tt0091802	5.1
tt0091804	5.9
tt0091805	6.2
tt0091806	3.6
tt0091807	5
tt0091810	6.2
tt0091813	7.6
tt0091814	5.7
tt0091815	5.7
tt0091816	6.6
tt0091817	6.9
tt0091818	5.6
tt0091819	5.6
tt0091823	7.8
tt0091824	5.8
tt0091825	6.1
tt0091827	3.8
tt0091828	5.6
tt0091829	5.3
tt0091830	7.7
tt0091831	7
tt0091832	4.4
tt0091834	6.4
tt0091836	5.4
tt0091837	7.7
tt0091839	6.7
tt0091841	6.9
tt0091842	6.5
tt0091843	6
tt0091847	4.2
tt0091851	7.2
tt0091853	5.8
tt0091859	6.5
tt0091860	7
tt0091862	6.5
tt0091866	5.8
tt0091867	7.3
tt0091869	6.9
tt0091871	6.6
tt0091873	7
tt0091874	4.7
tt0091875	6.6
tt0091876	6.5
tt0091877	6.9
tt0091878	4.6
tt0091879	4
tt0091880	6.6
tt0091881	6.8
tt0091882	5.8
tt0091885	5.7
tt0091886	7.4
tt0091889	7
tt0091890	6.7
tt0091892	7
tt0091894	5.9
tt0091895	7.1
tt0091896	4.7
tt0091897	5.4
tt0091898	4.7
tt0091899	6.4
tt0091900	6
tt0091902	4.7
tt0091908	7.1
tt0091909	4
tt0091911	5.7
tt0091914	6
tt0091921	5.2
tt0091922	6.7
tt0091923	4.6
tt0091925	6
tt0091926	5
tt0091927	4.7
tt0091930	6.9
tt0091931	4.8
tt0091932	3
tt0091933	4.9
tt0091934	3.2
tt0091935	5.7
tt0091939	6.8
tt0091940	6.2
tt0091941	6.3
tt0091943	7.3
tt0091944	5.2
tt0091945	5.7
tt0091946	6.3
tt0091948	6.1
tt0091949	6.7
tt0091950	6.9
tt0091952	5
tt0091953	7
tt0091954	7
tt0091955	6.5
tt0091956	5.6
tt0091957	4
tt0091959	5.8
tt0091960	7
tt0091963	4.7
tt0091964	4.2
tt0091969	5.4
tt0091971	6
tt0091973	5.4
tt0091974	7.1
tt0091976	7.6
tt0091980	6.7
tt0091981	4.8
tt0091982	5.9
tt0091983	6.9
tt0091985	5.6
tt0091988	7.5
tt0091989	7
tt0091990	4.5
tt0091991	5.3
tt0091993	5.7
tt0091995	2.7
tt0091996	5.7
tt0091997	4.5
tt0091998	6.3
tt0092000	3.8
tt0092001	7.7
tt0092004	7
tt0092005	8.1
tt0092006	3.5
tt0092007	7.3
tt0092010	6
tt0092011	7.3
tt0092012	7.4
tt0092013	4.6
tt0092015	4.4
tt0092017	6.4
tt0092022	6
tt0092025	5.4
tt0092026	6
tt0092030	4.2
tt0092031	4.5
tt0092033	6.7
tt0092034	4.9
tt0092035	5.8
tt0092040	7
tt0092042	5.6
tt0092045	6.1
tt0092048	8
tt0092049	5
tt0092050	5.6
tt0092051	4.4
tt0092052	6.8
tt0092053	6.4
tt0092054	5.1
tt0092064	3.8
tt0092065	3.7
tt0092067	8
tt0092068	7
tt0092069	4.4
tt0092070	3.2
tt0092071	6.8
tt0092072	2.8
tt0092073	3.9
tt0092074	5.6
tt0092075	6.6
tt0092076	5.6
tt0092079	6
tt0092080	7.1
tt0092082	7.5
tt0092083	3.8
tt0092085	6.6
tt0092086	6.5
tt0092088	7
tt0092089	4.1
tt0092090	7.3
tt0092091	4.6
tt0092093	6.5
tt0092098	5.8
tt0092099	6.9
tt0092100	4.3
tt0092104	5.7
tt0092105	6.2
tt0092106	7.3
tt0092111	4.9
tt0092112	5.9
tt0092115	4.5
tt0092116	6.5
tt0092117	7.2
tt0092118	5.4
tt0092120	4.1
tt0092121	5.6
tt0092122	4.7
tt0092125	6.8
tt0092126	7.6
tt0092127	5.6
tt0092128	7.4
tt0092129	3.1
tt0092130	5.9
tt0092131	6.3
tt0092133	5
tt0092136	6.5
tt0092137	8
tt0092138	5.2
tt0092141	6.6
tt0092143	5
tt0092144	6
tt0092145	5.2
tt0092146	5.2
tt0092147	6
tt0092149	7.5
tt0092150	3.9
tt0092151	6.7
tt0092153	7
tt0092155	5.4
tt0092156	5.3
tt0092157	5
tt0092160	6.5
tt0092162	6.1
tt0092163	7.1
tt0092165	4.6
tt0092167	6.7
tt0092169	6.3
tt0092170	6.4
tt0092172	5
tt0092173	5.9
tt0092176	7.2
tt0092178	6.5
tt0092180	4.2
tt0092181	6.2
tt0092183	5.3
tt0092184	7.6
tt0092185	5.5
tt0092186	5.9
tt0092188	7.7
tt0092192	7.4
tt0092193	5.7
tt0092195	4.5
tt0092199	5.9
tt0092200	7.5
tt0092202	6.5
tt0092204	5.7
tt0092205	6.6
tt0092206	6.2
tt0092210	5.9
tt0092211	6.1
tt0092213	4.3
tt0092214	6.1
tt0092216	5.6
tt0092218	7.2
tt0092219	6.9
tt0092220	5.1
tt0092222	6.2
tt0092224	4.1
tt0092225	5.7
tt0092226	5.7
tt0092227	7.3
tt0092228	4.2
tt0092229	6.8
tt0092230	5.3
tt0092231	7.2
tt0092232	7.6
tt0092233	5.3
tt0092237	4.1
tt0092238	6.6
tt0092240	6
tt0092241	6.6
tt0092243	6
tt0092244	6.4
tt0092246	6.4
tt0092247	6.9
tt0092248	5.6
tt0092249	5
tt0092251	6.3
tt0092252	5.7
tt0092253	4.6
tt0092254	6.4
tt0092256	6.8
tt0092258	6.5
tt0092260	6
tt0092262	5.5
tt0092263	7.5
tt0092264	6.3
tt0092265	7.1
tt0092266	6.1
tt0092267	6
tt0092268	5.8
tt0092270	6.5
tt0092271	3.8
tt0092272	6.2
tt0092273	6.5
tt0092274	6.9
tt0092275	5.6
tt0092276	4.7
tt0092279	6.2
tt0092281	5.9
tt0092283	5.8
tt0092284	5.2
tt0092285	2.9
tt0092288	5.2
tt0092290	7.4
tt0092291	5.2
tt0092292	5.9
tt0092293	7.8
tt0092294	6.3
tt0092295	5.4
tt0092296	2.6
tt0092297	2.6
tt0092298	5.3
tt0092299	5.1
tt0092300	6.9
tt0092301	6.8
tt0092305	8.5
tt0092306	7.4
tt0092307	5.9
tt0092308	6.1
tt0092309	5.1
tt0092310	4.6
tt0092311	4.7
tt0092387	5.5
tt0092426	6.2
tt0092493	5.7
tt0092494	6.7
tt0092499	8.6
tt0092500	6.7
tt0092501	7.1
tt0092502	6.2
tt0092503	5.4
tt0092504	3.6
tt0092505	4.4
tt0092507	7.1
tt0092508	3.6
tt0092510	5.4
tt0092511	4.8
tt0092513	6.9
tt0092516	5
tt0092517	6.5
tt0092520	3.8
tt0092521	6.1
tt0092522	6.5
tt0092524	6.1
tt0092525	5.5
tt0092526	6.3
tt0092530	3.7
tt0092531	3.8
tt0092532	3
tt0092534	4.6
tt0092536	6.6
tt0092537	4.2
tt0092541	3.9
tt0092545	6
tt0092546	6.2
tt0092548	4.9
tt0092549	5.7
tt0092550	7.6
tt0092551	4.2
tt0092552	5.9
tt0092553	7.1
tt0092555	5.7
tt0092556	5
tt0092557	7.8
tt0092558	7.6
tt0092559	4.3
tt0092560	7
tt0092563	7.3
tt0092565	5.8
tt0092566	4.4
tt0092567	8.3
tt0092568	7
tt0092569	6.4
tt0092572	7
tt0092574	6.9
tt0092575	3
tt0092576	6.7
tt0092577	5.2
tt0092578	6.9
tt0092579	6.4
tt0092580	5.7
tt0092581	6.3
tt0092582	3.3
tt0092584	6.1
tt0092585	5.2
tt0092587	4.8
tt0092588	6.4
tt0092589	4.4
tt0092591	7.5
tt0092592	5.3
tt0092593	8
tt0092596	5.6
tt0092597	6.7
tt0092598	7.1
tt0092600	5.5
tt0092603	7.8
tt0092604	5.5
tt0092605	6.3
tt0092607	5
tt0092608	5.9
tt0092609	5.4
tt0092610	6.5
tt0092611	8
tt0092614	6.8
tt0092615	5
tt0092618	7.2
tt0092619	4.9
tt0092621	6.9
tt0092624	3.3
tt0092625	4
tt0092626	6.1
tt0092627	6.4
tt0092630	6.5
tt0092632	6.1
tt0092634	4.9
tt0092635	6.5
tt0092636	6.6
tt0092637	7
tt0092638	6.3
tt0092639	6.8
tt0092641	6.5
tt0092644	6.5
tt0092646	4.8
tt0092647	5.6
tt0092648	4.9
tt0092649	6
tt0092650	5.8
tt0092651	7.3
tt0092652	4.8
tt0092654	6.5
tt0092655	5.7
tt0092656	5.9
tt0092662	5.7
tt0092665	3.8
tt0092666	6
tt0092667	5.9
tt0092668	5.8
tt0092669	5.4
tt0092670	4.6
tt0092671	4.5
tt0092672	4.8
tt0092673	3.7
tt0092675	6.8
tt0092676	4.6
tt0092677	4.7
tt0092678	7.3
tt0092680	6.7
tt0092681	6.4
tt0092682	6.2
tt0092683	5.8
tt0092684	5.2
tt0092685	6.9
tt0092687	7
tt0092688	6.8
tt0092689	5.8
tt0092690	6
tt0092691	6.1
tt0092693	7.4
tt0092694	7
tt0092695	7.3
tt0092698	5.9
tt0092699	7.2
tt0092703	4.4
tt0092704	7.3
tt0092705	6.2
tt0092706	6.9
tt0092707	4.7
tt0092708	4.8
tt0092709	6.3
tt0092710	5.2
tt0092711	6.2
tt0092713	7.3
tt0092715	5.9
tt0092716	7.7
tt0092717	4.8
tt0092718	6.8
