tconst	averageRating
tt0119917	4.1
tt0119920	6.1
tt0119921	5.1
tt0119923	5.8
tt0119924	5.4
tt0119925	6.1
tt0119926	7.4
tt0119927	6.6
tt0119928	6.4
tt0119930	6.2
tt0119931	5.2
tt0119932	6.9
tt0119934	7.2
tt0119935	6
tt0119936	5.2
tt0119937	6.8
tt0119940	6.8
tt0119941	4.7
tt0119942	6.7
tt0119943	5.2
tt0119947	5.1
tt0119948	6.7
tt0119951	6.9
tt0119952	6.8
tt0119953	5
tt0119956	6.7
tt0119958	6.9
tt0119960	4.6
tt0119961	4.3
tt0119962	5
tt0119966	6.6
tt0119967	5.5
tt0119969	5.6
tt0119972	6.2
tt0119973	7.6
tt0119977	5.5
tt0119978	7.2
tt0119981	5.9
tt0119984	4.3
tt0119985	5
tt0119986	6.7
tt0119987	6
tt0119988	5.5
tt0119989	5.2
tt0119994	6.3
tt0119996	4.6
tt0119997	5.4
tt0120001	7.1
tt0120002	2.5
tt0120004	5.8
tt0120006	5.6
tt0120008	6.2
tt0120010	7.2
tt0120013	6.1
tt0120014	7.4
tt0120015	8.6
tt0120017	7.6
tt0120018	6.5
tt0120019	5.1
tt0120024	5.1
tt0120025	6.6
tt0120026	6.4
tt0120028	7.2
tt0120029	5.9
tt0120030	7.4
tt0120032	6.2
tt0120034	7.2
tt0120035	5.1
tt0120036	7.2
tt0120037	6.4
tt0120039	3.9
tt0120042	6.9
tt0120043	5.5
tt0120044	5.2
tt0120047	4.9
tt0120051	7
tt0120053	6.2
tt0120054	5.6
tt0120056	7.3
tt0120061	5.1
tt0120062	5.1
tt0120063	7.9
tt0120064	5.7
tt0120066	6.5
tt0120067	5.7
tt0120070	7.3
tt0120072	5.7
tt0120080	3.7
tt0120081	6.7
tt0120082	6.2
tt0120084	4.2
tt0120087	4.6
tt0120088	5.3
tt0120090	7.1
tt0120094	6.8
tt0120095	4.6
tt0120100	5.7
tt0120101	7
tt0120102	7.1
tt0120105	5.6
tt0120107	4.9
tt0120108	6.2
tt0120112	5.9
tt0120113	5.1
tt0120114	5.4
tt0120115	6.7
tt0120116	6.7
tt0120117	4.6
tt0120118	6.4
tt0120120	6.6
tt0120121	5.1
tt0120122	6.6
tt0120123	5.4
tt0120124	6.9
tt0120125	7.8
tt0120126	7.5
tt0120127	5.6
tt0120128	5.4
tt0120130	4
tt0120133	5.4
tt0120134	6.3
tt0120142	5.7
tt0120145	3.4
tt0120148	6.7
tt0120149	4.1
tt0120150	6.2
tt0120151	4.9
tt0120152	6.4
tt0120156	3.6
tt0120157	6.1
tt0120158	5.6
tt0120159	6.6
tt0120161	6.1
tt0120162	4.2
tt0120163	5.8
tt0120164	6.9
tt0120167	5
tt0120168	6.4
tt0120169	7
tt0120171	5.6
tt0120172	6.6
tt0120174	2.9
tt0120176	7.2
tt0120177	5.2
tt0120179	3.9
tt0120184	6.1
tt0120185	3.6
tt0120186	5.5
tt0120187	4.3
tt0120188	7.1
tt0120189	5.7
tt0120190	5.1
tt0120191	5
tt0120192	5.6
tt0120195	6.7
tt0120196	5
tt0120197	5.7
tt0120199	5.4
tt0120201	7.2
tt0120202	6.8
tt0120204	6.1
tt0120207	2.9
tt0120210	6.3
tt0120211	6.7
tt0120212	5.6
tt0120213	5.1
tt0120214	1.6
tt0120218	5.7
tt0120219	6.6
tt0120220	5.4
tt0120222	5.4
tt0120223	6.4
tt0120224	4.2
tt0120225	2.6
tt0120227	5.7
tt0120228	5.1
tt0120229	6.3
tt0120230	4.2
tt0120231	5
tt0120236	5.3
tt0120238	6.8
tt0120241	6.9
tt0120244	6.8
tt0120245	7.1
tt0120247	3.8
tt0120250	6.8
tt0120252	5.4
tt0120253	5.4
tt0120255	7.5
tt0120256	6.2
tt0120257	6.8
tt0120258	4.8
tt0120259	6.4
tt0120261	6
tt0120262	7.2
tt0120263	7.6
tt0120265	7.8
tt0120266	7.3
tt0120267	7.6
tt0120269	6.5
tt0120271	6
tt0120273	6.9
tt0120274	7.1
tt0120275	6.8
tt0120277	6.4
tt0120303	6.3
tt0120304	6.5
tt0120305	5.1
tt0120307	6.1
tt0120308	6.2
tt0120310	2.8
tt0120311	6.4
tt0120313	6.9
tt0120315	5.6
tt0120316	5.9
tt0120317	4.7
tt0120318	6.2
tt0120321	7.2
tt0120323	6.1
tt0120324	7.5
tt0120328	7.6
tt0120329	6.7
tt0120332	6.6
tt0120335	3.7
tt0120336	4.8
tt0120337	6.6
tt0120338	7.8
tt0120339	7.2
tt0120346	6.3
tt0120347	6.5
tt0120352	6.3
tt0120353	4.6
tt0120354	6.6
tt0120355	4.8
tt0120356	4.3
tt0120357	5.6
tt0120358	6
tt0120360	4.3
tt0120361	4.5
tt0120363	7.9
tt0120364	5.6
tt0120366	6.1
tt0120367	8.1
tt0120369	6.9
tt0120370	6.9
tt0120371	7.3
tt0120372	7.2
tt0120373	5.8
tt0120374	6.3
tt0120376	5.7
tt0120378	7.6
tt0120379	5.3
tt0120381	5.2
tt0120382	8.1
tt0120383	6.3
tt0120385	6.2
tt0120389	3.7
tt0120390	4.9
tt0120391	7.1
tt0120392	6.5
tt0120393	5.9
tt0120394	6.8
tt0120399	6.7
tt0120401	6.1
tt0120402	7
tt0120404	5.2
tt0120405	6.4
tt0120408	7.4
tt0120409	5.5
tt0120410	6.1
tt0120412	4.8
tt0120413	5.3
tt0120414	4.8
tt0120415	7.8
tt0120416	6.8
tt0120417	5.7
tt0120422	5.6
tt0120423	5.5
tt0120424	5.5
tt0120427	5.7
tt0120431	4.6
tt0120434	6
tt0120435	4.5
tt0120436	5.1
tt0120439	8.4
tt0120441	5.8
tt0120443	7
tt0120445	6.9
tt0120448	7
tt0120449	7.5
tt0120451	6.1
tt0120454	7.3
tt0120455	6.3
tt0120456	7.5
tt0120458	5
tt0120460	5.6
tt0120461	5.5
tt0120467	5.2
tt0120468	5.8
tt0120469	6.2
tt0120471	6.3
tt0120472	7.9
tt0120474	6.7
tt0120477	3.7
tt0120478	5.3
tt0120479	4.7
tt0120480	8.1
tt0120481	6.7
tt0120483	6.6
tt0120484	6.2
tt0120485	6.3
tt0120488	4.3
tt0120489	6.5
tt0120490	6.8
tt0120491	5.7
tt0120493	6
tt0120494	6.8
tt0120500	4.8
tt0120505	4.1
tt0120510	5.9
tt0120512	6.4
tt0120513	6.2
tt0120514	6.9
tt0120520	7.1
tt0120521	7
tt0120522	7.2
tt0120523	5.1
tt0120524	5.8
tt0120525	7.2
tt0120526	6.8
tt0120527	7.8
tt0120530	6.4
tt0120531	4.2
tt0120532	6.4
tt0120533	6.3
tt0120534	5.5
tt0120535	5.5
tt0120536	6.9
tt0120537	4.2
tt0120538	6.5
tt0120539	6.6
tt0120540	6.8
tt0120541	7.5
tt0120542	7.2
tt0120543	7.2
tt0120546	6.6
tt0120547	7.3
tt0120550	5.3
tt0120551	5.8
tt0120552	4.8
tt0120553	3.8
tt0120554	4.6
tt0120560	4
tt0120563	5.4
tt0120564	5.3
tt0120565	6.3
tt0120566	8.9
tt0120576	5.9
tt0120577	5.8
tt0120579	5.6
tt0120584	6.9
tt0120586	8.5
tt0120587	6.5
tt0120588	6.7
tt0120591	6.7
tt0120593	6.4
tt0120594	5.9
tt0120595	5.8
tt0120596	5.1
tt0120598	3.2
tt0120601	7.7
tt0120603	6
tt0120604	4.1
tt0120608	5.3
tt0120609	6.1
tt0120610	5.5
tt0120611	7.1
tt0120613	6.6
tt0120616	7
tt0120618	4.6
tt0120619	5
tt0120620	6.5
tt0120622	3.3
tt0120623	7.2
tt0120625	5.1
tt0120626	7.1
tt0120627	3.1
tt0120628	4.4
tt0120630	7
tt0120631	7
tt0120632	6.7
tt0120633	6.6
tt0120634	4.3
tt0120636	6.5
tt0120639	6.4
tt0120640	6.1
tt0120642	6.2
tt0120643	6.3
tt0120645	4.1
tt0120646	6.4
tt0120647	6.2
tt0120648	4.6
tt0120651	5.6
tt0120654	6.5
tt0120655	7.3
tt0120657	6.6
tt0120658	6.2
tt0120659	6.3
tt0120660	7.3
tt0120662	5
tt0120663	7.4
tt0120665	7
tt0120668	5.4
tt0120669	7.6
tt0120670	4.8
tt0120673	6.1
tt0120674	6.3
tt0120678	5
tt0120680	4.5
tt0120683	5.2
tt0120684	7.4
tt0120685	5.4
tt0120686	6.8
tt0120687	6.3
tt0120689	8.6
tt0120690	5.3
tt0120691	6
tt0120692	6.7
tt0120693	6.7
tt0120694	5.8
tt0120696	5.9
tt0120697	6.6
tt0120698	4.4
tt0120699	6.2
tt0120701	4.9
tt0120703	5.7
tt0120706	7.3
tt0120707	4.5
tt0120709	6.1
tt0120710	5.5
tt0120712	7
tt0120714	7.1
tt0120716	6.5
tt0120717	5.2
tt0120722	6.6
tt0120723	5.6
tt0120724	4.9
tt0120725	5
tt0120726	4.7
tt0120727	4.1
tt0120728	6.7
tt0120731	8.1
tt0120732	4.7
tt0120733	5.6
tt0120735	8.2
tt0120738	5.2
tt0120739	5.1
tt0120741	5.6
tt0120742	4.7
tt0120744	6.5
tt0120746	6.8
tt0120747	6.4
tt0120748	5.4
tt0120749	6.1
tt0120751	5.7
tt0120753	5.9
tt0120754	5.3
tt0120755	6.1
tt0120757	4.3
tt0120760	3.7
tt0120762	7.6
tt0120763	7
tt0120764	5.1
tt0120765	5
tt0120766	5
tt0120767	5.2
tt0120768	7.3
tt0120769	6.1
tt0120770	6.2
tt0120771	6.4
tt0120772	6
tt0120773	6.5
tt0120775	6.1
tt0120776	7
tt0120777	6.4
tt0120778	4.4
tt0120779	5.3
tt0120780	7
tt0120782	6.1
tt0120783	6.6
tt0120784	7.1
tt0120785	6.4
tt0120786	4.2
tt0120787	6.5
tt0120788	6.2
tt0120789	7.5
tt0120790	7
tt0120791	6.3
tt0120793	6.5
tt0120794	7.1
tt0120797	6
tt0120798	5.6
tt0120799	6.3
tt0120800	6.3
tt0120802	7.6
tt0120809	6.8
tt0120812	7
tt0120813	5.9
tt0120815	8.6
tt0120820	6.1
tt0120822	3.8
tt0120823	6.5
tt0120828	5.8
tt0120829	6.1
tt0120831	6.6
tt0120832	6
tt0120833	6.6
tt0120834	6.8
tt0120835	6.8
tt0120836	5.1
tt0120837	5.9
tt0120838	5.8
tt0120841	4.4
tt0120844	6.4
tt0120848	7.1
tt0120851	4.3
tt0120852	6.5
tt0120854	5.8
tt0120855	7.3
tt0120856	4
tt0120857	6.9
tt0120859	4.5
tt0120861	6.6
tt0120863	7.6
tt0120865	7
tt0120866	7.1
tt0120867	6.6
tt0120868	6.8
tt0120871	4.3
tt0120872	6.6
tt0120873	6.6
tt0120876	5.5
tt0120877	6.1
tt0120878	4.9
tt0120879	7
tt0120880	5.6
tt0120881	5.3
tt0120882	6.2
tt0120883	6.2
tt0120884	6.5
tt0120885	7.1
tt0120888	6.9
tt0120889	7
tt0120890	6.5
tt0120891	4.9
tt0120894	6.2
tt0120896	4.6
tt0120899	6.5
tt0120900	5.7
tt0120901	6.1
tt0120902	7
tt0120903	7.4
tt0120906	6.9
tt0120907	6.8
tt0120910	7.2
tt0120913	6.6
tt0120915	6.5
tt0120917	7.4
tt0121051	6.7
tt0121056	7.1
tt0121057	4.1
tt0121058	8.6
tt0121067	5.4
tt0121074	4.7
tt0121079	8.6
tt0121092	7
tt0121093	4.8
tt0121095	4.3
tt0121097	5.6
tt0121098	7.1
tt0121103	5.8
tt0121108	6.4
tt0121116	5.7
tt0121118	7.2
tt0121122	5
tt0121124	5.5
tt0121126	7.8
tt0121130	6.5
tt0121131	7
tt0121143	8
tt0121144	4.8
tt0121148	6.1
tt0121152	2.8
tt0121153	4.9
tt0121155	7.6
tt0121161	6.3
tt0121177	4.7
tt0121193	6.6
tt0121194	5.6
tt0121205	4.7
tt0121207	6.8
tt0121209	5.1
tt0121211	4.9
tt0121213	5.9
tt0121218	6.9
tt0121219	6.6
tt0121228	4
tt0121233	5.2
tt0121234	7.3
tt0121237	7
tt0121240	8.2
tt0121244	5.2
tt0121253	6.4
tt0121257	6.1
tt0121259	7.1
tt0121260	6.2
tt0121261	3.1
tt0121262	3.3
tt0121263	6.3
tt0121265	5.2
tt0121266	5
tt0121269	6.3
tt0121273	4.6
tt0121275	6.4
tt0121278	6.9
tt0121280	5.9
tt0121283	6.3
tt0121287	6.8
tt0121292	7.9
tt0121297	3.3
tt0121301	6.5
tt0121302	5.3
tt0121313	3.4
tt0121314	7.1
tt0121319	5.4
tt0121320	5.3
tt0121325	6.5
tt0121326	4.4
tt0121336	7.1
tt0121337	5.6
tt0121338	5.7
tt0121339	6.4
tt0121345	6.2
tt0121348	5.7
tt0121352	6.4
tt0121354	5.2
tt0121358	6.3
tt0121363	7
tt0121371	6.3
tt0121375	5.4
tt0121376	5.2
tt0121381	5.4
tt0121383	6.1
tt0121386	3.9
tt0121387	7.7
tt0121390	6.9
tt0121395	5.3
tt0121401	7
tt0121408	7.1
tt0121411	6.2
tt0121412	4
tt0121416	4.2
tt0121418	5.1
tt0121419	5.7
tt0121423	6
tt0121427	7.9
tt0121428	7.3
tt0121431	7.6
tt0121434	4.9
tt0121442	6.2
tt0121445	5.9
tt0121452	3.4
tt0121460	5.7
tt0121462	5.6
tt0121463	4.6
tt0121468	9
tt0121469	5.2
tt0121473	5.6
tt0121486	5.5
tt0121488	6
tt0121490	6.4
tt0121496	6.6
tt0121503	4.3
tt0121506	5.5
tt0121514	6.8
tt0121517	5.4
tt0121518	5.2
tt0121533	6.4
tt0121534	6.3
tt0121536	6.9
tt0121540	3.5
tt0121541	5.5
tt0121546	4.2
tt0121549	4.8
tt0121550	5.8
tt0121553	6.2
tt0121556	5.4
tt0121566	4.2
tt0121567	7.1
tt0121573	7.1
tt0121580	4.6
tt0121585	7.5
tt0121586	6
tt0121591	5.6
tt0121595	5.8
tt0121598	7.2
tt0121621	5.9
tt0121622	5.8
tt0121629	7
tt0121639	5.5
tt0121645	7.3
tt0121647	5.3
tt0121650	5.7
tt0121654	4.4
tt0121657	6.5
tt0121659	6.3
tt0121673	7.8
tt0121686	5.4
tt0121690	6.2
tt0121694	3.6
tt0121702	6.7
tt0121711	6.7
tt0121714	7.5
tt0121716	5.4
tt0121735	5.7
tt0121737	7
tt0121738	6.1
tt0121739	7
tt0121744	5.4
tt0121749	6.1
tt0121750	5
tt0121755	7
tt0121757	7.7
tt0121762	6.2
tt0121768	7.3
tt0121779	5.3
tt0121784	5.3
tt0121787	6.6
tt0121790	4.9
tt0121798	7.4
tt0121811	7.4
tt0121817	6.8
tt0121819	7.4
tt0121820	6.6
tt0121824	5.4
tt0121833	6.5
tt0121841	7
tt0121859	6.5
tt0121864	3.4
tt0121877	6.1
tt0121878	5
tt0121886	5.4
tt0121891	6.6
tt0121892	6.7
tt0121894	6.1
tt0121896	4.7
tt0121898	5
tt0121899	5.1
tt0121900	3.8
tt0121902	5.5
tt0121903	5
tt0121906	5.7
tt0121907	5.7
tt0121911	5.6
tt0121912	4.1
tt0121916	5.1
tt0121918	4.6
tt0121922	5.7
tt0121926	7.1
tt0121929	7.8
tt0121973	6.7
tt0121974	3.2
tt0121975	6.5
tt0121976	7
tt0121978	4.5
tt0121989	6.5
tt0121991	6.8
tt0121994	7.4
tt0122008	4.1
tt0122010	6.8
tt0122012	6.6
tt0122013	5.5
tt0122025	4.3
tt0122028	6.5
tt0122029	5.7
tt0122033	3.5
tt0122037	5.3
tt0122038	5.5
tt0122046	5.8
tt0122050	4.2
tt0122058	4.7
tt0122060	6.6
tt0122061	4.5
tt0122064	3.6
tt0122066	5
tt0122067	5.1
tt0122070	3.9
tt0122076	5.2
tt0122078	5.6
tt0122080	4.9
tt0122082	7.7
tt0122088	7.1
tt0122089	5.6
tt0122090	5.1
tt0122103	6.3
tt0122106	6.2
tt0122113	4.4
tt0122116	4.2
tt0122117	5.8
tt0122118	6.2
tt0122123	7.2
tt0122124	5
tt0122125	6
tt0122132	4.8
tt0122133	6.3
tt0122143	5.3
tt0122145	3.6
tt0122146	7.2
tt0122151	6.6
tt0122161	4.9
tt0122162	6.3
tt0122178	6.3
tt0122181	5.1
tt0122182	5
tt0122186	7.4
tt0122187	6.3
tt0122188	6.9
tt0122189	6.7
tt0122191	5.5
tt0122194	5.7
tt0122197	7.4
tt0122199	4.1
tt0122204	6
tt0122216	6.1
tt0122221	5.7
tt0122227	8.3
tt0122233	6.5
tt0122234	8.3
tt0122235	6.7
tt0122238	4.6
tt0122240	6.5
tt0122241	6.9
tt0122243	6.6
tt0122246	7.4
tt0122249	4.9
tt0122262	4.7
tt0122286	6.6
tt0122289	5.2
tt0122294	7.2
tt0122299	5.2
tt0122301	8.6
tt0122304	5.8
tt0122307	4.5
tt0122309	5
tt0122310	5.4
tt0122318	6.4
tt0122319	4.9
tt0122325	6.3
tt0122326	6.1
tt0122329	4.4
tt0122330	5.8
tt0122370	5.1
tt0122371	7.3
tt0122383	6.2
tt0122385	6.8
tt0122387	6.9
tt0122393	7.1
tt0122400	7.2
tt0122409	6
tt0122417	5.4
tt0122418	6.5
tt0122421	3.2
tt0122427	6.8
tt0122429	6.1
tt0122430	5.3
tt0122436	5.6
tt0122444	6.8
tt0122445	5.5
tt0122450	6.3
tt0122452	5.1
tt0122453	8.7
tt0122456	5.1
tt0122458	8.1
tt0122459	6.9
tt0122460	6.5
tt0122471	7
tt0122473	3.6
tt0122480	6.8
tt0122484	5.3
tt0122486	6.5
tt0122487	5.1
tt0122488	6.1
tt0122494	6.6
tt0122499	5.5
tt0122505	5.8
tt0122506	5.9
tt0122508	4.1
tt0122509	5.4
tt0122511	5.9
tt0122512	5.5
tt0122513	7.7
tt0122515	6.3
tt0122516	5.5
tt0122518	5.2
tt0122523	6.8
tt0122529	7.2
tt0122535	5.5
tt0122538	3.6
tt0122540	5.3
tt0122541	6.8
tt0122545	3.9
tt0122547	5.3
tt0122555	5.4
tt0122556	7
tt0122558	6
tt0122563	6.1
tt0122568	6.3
tt0122570	8.7
tt0122571	7.5
tt0122573	6.2
tt0122576	4.9
tt0122578	6.2
tt0122583	6.1
tt0122591	7
tt0122593	8
tt0122594	4.9
tt0122602	6.9
tt0122606	3.9
tt0122609	6
tt0122614	4.9
tt0122618	5.4
tt0122625	6.4
tt0122629	5.8
tt0122630	7.2
tt0122631	7.1
tt0122632	6.8
tt0122640	6.3
tt0122642	5.2
tt0122643	6.1
tt0122648	7.2
tt0122649	4.7
tt0122650	6.3
tt0122652	6.9
tt0122655	3.2
tt0122657	6.4
tt0122671	6.2
tt0122676	6
tt0122678	6.8
tt0122685	4.9
tt0122689	7.7
tt0122690	7.3
tt0122693	6.5
tt0122699	6.5
tt0122700	7.5
tt0122701	6.1
tt0122703	6.3
tt0122707	5.9
tt0122708	6.5
tt0122709	7
tt0122710	5.9
tt0122713	7.3
tt0122718	6.2
tt0122719	4.9
tt0122722	4.9
tt0122728	7
tt0122731	6.9
tt0122732	3.5
tt0122734	7.3
tt0122735	7.1
tt0122738	6.4
tt0122739	6.7
tt0122740	6.6
tt0122741	3.7
tt0122743	4.8
tt0122751	6.6
tt0122756	3.8
tt0122757	3.5
tt0122759	6.3
tt0122767	7.2
tt0122768	6
tt0122772	6.1
tt0122778	4.4
tt0122785	5.1
tt0122787	4.4
tt0122798	5.1
tt0122800	4.6
tt0122804	6
tt0122844	6.7
tt0122850	4.1
tt0122857	6.1
tt0122864	5.4
tt0122870	5.7
tt0122876	4
tt0122878	7.1
tt0122880	5.8
tt0122888	5.5
tt0122889	6.1
tt0122890	5.3
tt0122891	5
tt0122893	5.8
tt0122897	4.6
tt0122902	3.9
tt0122903	7
tt0122905	7
tt0122906	5.9
tt0122933	6.7
tt0122934	6.2
tt0122938	6.3
tt0122943	5.3
tt0122946	5.3
tt0122948	7
tt0122952	6.7
tt0122953	6.8
tt0122954	5.7
tt0122956	6
tt0122961	3.9
tt0122968	2.8
tt0122969	6.7
tt0122972	5.7
tt0122985	5.4
tt0122987	5.6
tt0122988	8.5
tt0122990	7.9
tt0122994	6.9
tt0122995	6
tt0122997	6.9
tt0123001	6.6
tt0123003	6.2
tt0123013	7.1
tt0123015	6.4
tt0123021	5.8
tt0123025	6.5
tt0123034	5.9
tt0123040	4.8
tt0123043	6.9
tt0123046	6.3
tt0123047	7.6
tt0123051	6.6
tt0123053	6.3
tt0123055	3.7
tt0123056	7.1
tt0123059	6.1
tt0123067	4.3
tt0123069	6.5
tt0123071	6.4
tt0123072	5.1
tt0123074	3.7
tt0123075	7
tt0123078	6.5
tt0123089	6.8
tt0123092	7
tt0123094	6.4
tt0123097	7.4
tt0123102	6.8
tt0123110	5.6
tt0123114	6
tt0123115	6
tt0123120	6.2
tt0123129	7.4
tt0123133	5.3
tt0123138	5.7
tt0123148	4.9
tt0123149	4.2
tt0123153	6.4
tt0123158	6.1
tt0123159	7.1
tt0123160	6.9
tt0123166	5.3
tt0123167	7.4
tt0123172	4.4
tt0123174	5.5
tt0123177	6.3
tt0123181	8
tt0123185	4.9
tt0123189	8
tt0123193	7.9
tt0123194	7.1
tt0123195	5.2
tt0123200	6
tt0123204	5.4
tt0123209	6.5
tt0123211	7.2
tt0123215	5.1
tt0123217	6.9
tt0123219	5.5
tt0123221	5.6
tt0123225	6.9
tt0123226	5.9
tt0123231	5.3
tt0123237	6.1
tt0123240	7.1
tt0123242	6.3
tt0123248	5.3
tt0123249	4.4
tt0123251	7.6
tt0123271	5.6
tt0123277	7.1
tt0123291	5.4
tt0123292	4.2
tt0123294	4.9
tt0123295	6.3
tt0123302	6.6
tt0123304	5.5
tt0123310	5
tt0123311	5.9
tt0123320	7.2
tt0123324	6.4
tt0123328	7.5
tt0123329	6.5
tt0123331	6.9
tt0123370	7
tt0123371	4.7
tt0123373	7
tt0123376	6.5
tt0123378	5.9
tt0123381	6.7
tt0123385	6.7
tt0123388	5.2
tt0123390	8.7
tt0123391	8.6
tt0123392	8.6
tt0123393	6
tt0123396	6
tt0123409	5.1
tt0123411	5.9
tt0123419	5.6
tt0123424	5.3
tt0123434	5.5
tt0123435	4.8
tt0123437	6.7
tt0123443	6.2
tt0123448	6
tt0123450	7.1
tt0123455	5.2
tt0123474	8.2
tt0123512	5.2
tt0123518	7.1
tt0123521	6.2
tt0123522	7.4
tt0123523	6.3
tt0123526	6
tt0123527	4.9
tt0123531	5.5
tt0123533	6.9
tt0123535	7.1
tt0123537	6.5
tt0123539	6.5
tt0123540	6.1
tt0123548	4.2
tt0123553	6.4
tt0123563	6.9
tt0123564	6.3
tt0123566	6.8
tt0123570	6.5
tt0123573	4.8
tt0123574	6.7
tt0123582	3.2
tt0123619	5.6
tt0123620	5.5
tt0123624	5.7
tt0123625	4.2
tt0123627	5.6
tt0123628	4.7
tt0123630	6.6
tt0123631	4.6
tt0123638	6.5
tt0123648	4.5
tt0123650	4
tt0123654	5.3
tt0123655	6.3
tt0123656	5.4
tt0123669	6.8
tt0123671	6.8
tt0123672	6.8
tt0123673	5.3
tt0123675	6.6
tt0123681	6.6
tt0123685	4.8
tt0123688	7.6
tt0123691	5.2
tt0123692	5.9
tt0123702	6
tt0123706	4.6
tt0123707	6.4
tt0123711	4.7
tt0123714	6.4
tt0123726	4.7
tt0123728	5.8
tt0123730	8.1
tt0123739	5.2
tt0123740	4.9
tt0123745	4.4
tt0123747	2.2
tt0123753	6.2
tt0123755	7.2
tt0123756	7
tt0123768	6
tt0123770	4.3
tt0123776	5
tt0123777	5.8
tt0123778	5.5
tt0123779	6.4
tt0123781	6
tt0123786	5.7
tt0123787	4.1
tt0123788	3
tt0123789	6.8
tt0123790	6
tt0123792	6
tt0123793	4.3
tt0123796	4.7
tt0123797	7.2
tt0123802	6.8
tt0123803	4.6
tt0123807	6.3
tt0123808	4.8
tt0123810	5.8
tt0123811	4.3
tt0123817	6.6
tt0123819	8
tt0123825	4
tt0123827	6.6
tt0123828	6.8
tt0123829	6.5
tt0123832	4.9
tt0123833	6.2
tt0123837	5.1
tt0123841	5.4
tt0123842	3.6
tt0123843	4.6
tt0123846	7.2
tt0123847	4.5
tt0123850	7
tt0123854	7.4
tt0123855	5.6
tt0123868	7.7
tt0123877	6.3
tt0123878	6.2
tt0123880	6.3
tt0123885	6.5
tt0123889	7
tt0123890	5.5
tt0123891	6.4
tt0123892	6.6
tt0123896	6.1
tt0123900	5
tt0123904	7.2
tt0123909	5.4
tt0123910	4.5
tt0123911	5.2
tt0123914	6.8
tt0123915	3.1
tt0123919	7.4
tt0123920	6.4
tt0123923	6.4
tt0123927	5.4
tt0123928	6.6
tt0123931	6.5
tt0123934	3.2
tt0123935	6.9
tt0123937	5.1
tt0123940	6.3
tt0123945	5.5
tt0123947	7.1
tt0123948	7.4
tt0123949	6
tt0123952	6.6
tt0123953	5.1
tt0123956	5.3
tt0123960	6.7
tt0123964	6.8
tt0123965	6.8
tt0123967	3.2
tt0123973	6.9
tt0123974	6.7
tt0123975	5.5
tt0123976	7.7
tt0123977	4.2
tt0123978	4.1
tt0123982	5.8
tt0123983	4.8
tt0123984	6.6
tt0123987	6
tt0123990	7.4
tt0123992	6.2
tt0123997	5.9
tt0124002	6.3
tt0124006	4.3
tt0124007	7.4
tt0124011	7.2
tt0124012	7.3
tt0124014	5.2
tt0124020	6.3
tt0124025	4.8
tt0124028	8.5
tt0124029	6.4
tt0124035	7.5
tt0124038	5.2
tt0124046	7.3
tt0124048	6.7
tt0124055	6.6
tt0124056	7.1
tt0124057	5.3
tt0124060	7.5
tt0124061	6.3
tt0124073	8.2
tt0124074	4.8
tt0124082	5.9
tt0124083	6
tt0124084	6.8
tt0124088	3.6
tt0124089	7.3
tt0124092	7.5
tt0124093	6
tt0124096	4
tt0124097	5.8
tt0124102	5.1
tt0124103	8.2
tt0124104	6.3
tt0124106	4.5
tt0124109	8.5
tt0124111	7.6
tt0124113	6.7
tt0124114	4.6
tt0124115	6.5
tt0124116	4.4
tt0124119	5.5
tt0124120	6.7
tt0124123	6.6
tt0124127	6.6
tt0124128	6.1
tt0124137	5.5
tt0124147	7.1
tt0124162	5.2
tt0124164	6.8
tt0124167	6.8
tt0124168	6.6
tt0124169	7.5
tt0124171	6.6
tt0124176	6.4
tt0124177	7.6
tt0124179	5.5
tt0124180	3.8
tt0124181	6.1
tt0124185	6.5
tt0124186	5.3
tt0124189	7.3
tt0124191	7
tt0124193	4.1
tt0124196	5.9
tt0124198	6.3
tt0124207	7.7
tt0124208	5.3
tt0124211	5.9
tt0124216	7.5
tt0124217	7.8
tt0124220	4.4
tt0124247	6.7
tt0124268	6.5
tt0124272	6
tt0124279	5.4
tt0124282	7.7
tt0124284	4.6
tt0124295	7
tt0124298	6.6
tt0124299	7
tt0124301	7.9
tt0124302	5.5
tt0124307	3.5
tt0124312	7.5
tt0124315	7.4
tt0124328	6.4
tt0124329	5.5
tt0124333	7
tt0124334	5.1
tt0124335	7.5
tt0124337	5.3
tt0124346	5.4
tt0124347	6.1
tt0124348	5.4
tt0124349	4.9
tt0124351	6.4
tt0124352	4.8
tt0124353	3.6
tt0124361	4.8
tt0124362	5.8
tt0124363	4.6
tt0124367	6.2
tt0124371	5.8
tt0124373	5.4
tt0124379	6.3
tt0124382	6.1
tt0124385	5
tt0124386	4.6
tt0124388	6.6
tt0124389	4.9
tt0124390	4.8
tt0124391	4.7
tt0124393	6.8
tt0124401	5.8
tt0124404	6.4
tt0124406	5.6
tt0124409	6.6
tt0124412	7.4
tt0124413	5.7
tt0124415	4.3
tt0124430	6.1
tt0124442	3.6
tt0124454	7
tt0124456	6
tt0124464	3.8
tt0124478	6.1
tt0124484	6.5
tt0124485	3.4
tt0124491	6.5
tt0124492	7.7
tt0124498	6.1
tt0124501	3.8
tt0124506	6.1
tt0124513	5.6
tt0124514	7.4
tt0124521	5.7
tt0124525	5.8
tt0124528	6.8
tt0124531	6.2
tt0124533	3.8
tt0124536	6.1
